sq,codlog,valor_m2_brl
009041,445495,3268.48
009042,072850,3910.84
009042,121657,6861.92
009042,132713,4352.94
009042,168491,3407.03
009044,023680,6450.06
009044,136190,6171.70
009044,155705,5841.70
009044,160105,8618.97
009048,040037,12086.46
009048,043478,12086.46
009048,105481,12086.46
009048,156566,47307.98
009049,040037,9877.24
009049,043478,10598.95
009049,105481,9449.00
009049,170445,9744.99
009051,030813,8901.10
009051,091910,9678.24
009051,105481,8820.49
009051,121657,8821.75
009051,170445,9344.46
009052,005029,8495.54
009052,044105,8717.21
009052,069191,8923.78
009052,121657,8577.41
009052,191540,8807.90
009053,006947,8260.00
009053,121657,8629.05
009053,124788,8867.10
009053,162957,8684.47
009053,191540,8899.85
009054,006947,8555.99
009054,121657,7763.75
009054,124788,8142.87
009054,160105,8867.10
009055,006947,8641.64
009055,023680,8377.14
009055,124788,8611.41
009055,160105,8610.15
009057,023680,6822.88
009057,121657,9567.40
009057,160105,8839.39
009057,179655,6529.41
009064,043478,12431.57
009064,105481,12737.64
009064,121657,14999.75
009064,156566,47506.99
009065,035610,7962.75
009065,043478,8863.32
009065,121657,10797.96
009065,170445,8412.41
009066,044105,8607.63
009066,049395,8601.34
009066,053732,8412.41
009066,069191,8742.40
009066,121657,9420.03
009067,023680,8984.23
009067,162957,9234.88
009067,191540,9023.28
009069,006947,7052.11
009069,023680,7709.59
009069,055913,7005.51
009069,124788,7942.60
009070,023680,7514.36
009070,124788,7820.43
009070,136190,8045.88
009070,162957,8709.66
009071,009458,9110.19
009071,023680,8912.44
009071,136190,9095.07
009071,162957,9042.17
009071,191540,9050.99
009080,009458,9018.24
009080,044105,8729.81
009080,049395,10561.17
009080,191540,8849.46
009094,045039,4172.83
009094,073210,5094.80
009094,091910,4643.89
009094,135640,4777.40
009094,195324,4534.31
009095,088714,4158.97
009095,121657,7804.05
009095,196606,3638.78
009096,043214,10908.80
009096,152064,10908.80
009096,156566,46488.02
009096,164356,10908.80
009097,015210,3633.75
009097,089877,4260.99
009097,126900,4738.36
009097,167088,4598.55
009097,196134,4072.06
009099,015210,3805.04
009099,045039,3931.00
009099,089877,4127.48
009099,135658,4127.48
009099,196134,4647.67
010002,087718,11247.61
010002,094366,11442.84
010002,128694,10733.72
010002,175579,10241.25
010003,087718,11179.60
010003,095052,10039.72
010003,128694,10556.13
010003,175579,11204.79
010004,013560,11160.70
010004,094366,10389.87
010004,128694,11922.72
010004,162043,10751.36
010007,052450,9297.86
010007,095052,9675.72
010007,131415,9675.72
010007,162043,9675.72
010009,004260,10577.54
010009,094366,11179.60
010009,162043,10267.70
010009,175579,9857.09
010012,014974,7132.72
010012,024970,8787.75
010012,052450,9744.99
010012,152528,7492.95
010012,154687,7702.03
010013,052450,9069.88
010013,152528,7419.90
010013,154687,7200.74
010014,024970,6465.17
010014,038741,7013.07
010014,052450,9951.55
010014,154687,7787.68
010015,004260,11556.20
010015,013560,11231.24
010015,094366,11552.42
010015,180408,11570.05
010016,004260,10603.99
010016,094366,11017.12
010016,175579,11742.61
010016,180408,10782.84
010022,052450,5525.56
010022,109479,5525.56
010022,137170,5525.56
010022,180408,5525.56
010026,024970,6476.51
010026,038741,6807.76
010026,041203,6981.58
010026,154687,6966.47
010030,013560,12125.50
010030,052450,9571.18
010030,109479,8161.76
010030,124427,9010.68
010030,156230,8914.96
010037,013560,10857.16
010037,052450,9202.13
010037,124427,8896.07
010037,156566,18306.02
010050,016160,13146.98
010050,030341,13436.68
010050,052450,13222.55
010050,156566,45577.38
010067,024970,13395.11
010067,085626,12882.48
010067,156566,42928.59
010067,177911,14213.81
010068,024970,15462.00
010068,103624,13741.48
010068,156566,43113.74
010068,177911,13741.48
010069,103624,13333.39
010069,156566,44033.20
010069,172405,13900.18
010069,177911,14464.45
010080,100048,13460.61
010080,160288,13536.18
010080,172405,13256.56
010080,177911,13987.09
010090,045268,13709.99
010090,096423,13709.99
010090,100048,13709.99
010090,160288,13709.99
010099,016160,12013.41
010099,041203,12446.68
010099,043478,12721.26
010099,156566,42971.41
010099,172405,13706.21
011002,006718,3331.46
011002,022713,4332.79
011002,036919,3734.51
011002,041904,4238.32
011005,080446,3852.90
011005,101370,3686.65
011005,185191,5079.69
011007,029041,3908.32
011007,042480,3452.37
011007,101370,3493.94
011007,141461,3573.29
011008,006718,4381.91
011008,022713,3578.33
011008,045870,3948.63
011012,081736,3821.42
011012,161870,4336.56
011012,164470,4260.99
011012,164593,3692.94
011012,194476,4079.62
011023,024694,4131.26
011023,029009,6064.64
011023,038806,6870.74
011023,042480,9352.02
011024,024694,4458.74
011024,029009,7320.39
011024,042480,8873.39
011024,104361,7395.97
011025,024694,7955.20
011025,042480,9833.16
011025,088110,7584.89
011025,104361,7331.73
011036,042480,3938.55
011036,090557,3903.29
011036,096369,3871.80
011036,124184,3938.55
011036,177768,4014.12
011062,085545,4376.87
011062,086096,4376.87
011062,128155,4376.87
011064,048674,4854.23
011064,086096,4385.69
011064,094196,4395.76
011064,128155,4376.87
011064,152706,6752.34
011077,005053,3041.77
011077,022713,3041.77
011077,042480,3041.77
011077,094749,3041.77
011077,144339,3041.77
011089,019917,13180.99
011089,161195,13372.44
011089,162043,13034.88
011089,171387,13134.39
011092,019917,12371.11
011092,087718,12926.57
011092,128694,13099.12
011092,171387,13483.28
011097,004260,5786.28
011097,022497,9141.67
011097,026190,4915.95
011097,046710,5786.28
011098,004260,11950.43
011098,022497,12706.15
011098,189855,11036.01
011099,004260,10978.07
011099,019917,11218.64
011099,111511,11600.28
011099,162043,11522.19
011099,189855,10771.51
011099,197211,11942.87
011100,019917,13643.24
011100,027227,13313.24
011100,162043,13376.22
011100,197211,13173.43
011101,013560,10797.96
011101,027227,11160.70
011101,128694,11260.21
011101,162043,9984.30
011108,041939,4150.15
011108,095621,4150.15
011108,157686,4150.15
011109,026190,4967.59
011109,046710,5778.73
011109,068993,5059.54
011109,077682,4937.36
011109,080640,4987.74
011109,095621,3766.00
011114,004260,11819.44
011114,022497,13638.20
011114,027227,12173.37
011114,162043,11997.03
011114,197211,13650.80
011122,013560,12085.20
011122,027227,11926.50
011122,080640,11767.80
011122,154121,11949.17
011123,013560,11605.32
011123,027227,11345.85
011123,154121,10930.21
011123,180408,11056.16
011124,004260,10595.17
011124,013560,10940.29
011124,027227,11520.93
011124,180408,11299.25
011129,027227,5461.33
011129,095621,4840.38
011133,022713,6693.15
011133,037206,4915.95
011133,045900,4797.55
011133,103039,4703.09
011133,184292,4881.94
011143,045527,4278.63
011143,182737,4288.70
011143,192945,4277.37
011144,013471,2967.45
011144,029939,4175.34
011144,094404,4175.34
011144,157686,3941.07
011144,160466,2967.45
012123,082422,4127.48
012123,083291,4127.48
012123,169323,4127.48
012126,086150,3475.05
012126,097837,3759.70
012126,185493,4127.48
012126,198889,3982.64
013003,021490,7237.26
013003,023140,6854.37
013003,182788,7001.73
013004,022713,6712.04
013004,182788,6112.50
013004,188131,6568.45
013005,022713,7728.48
013005,064793,7728.48
013005,169196,7728.48
013005,188131,7728.48
013009,023507,7101.23
013009,064793,7696.99
013009,151149,7689.44
013009,152641,7696.99
013009,169196,9286.52
013009,188131,7364.48
013013,009210,7000.47
013013,021490,7157.91
013013,042005,6922.38
013013,077160,6826.66
013013,336831,6917.34
013014,009210,8243.63
013014,021490,7652.91
013014,042005,7839.32
013014,111686,7149.10
013014,188131,8208.36
013029,021490,7538.29
013029,055077,7985.43
013029,103870,8297.79
013029,188131,7622.68
013036,021490,7974.09
013036,031399,7688.18
013036,103870,7574.82
013036,119350,7632.76
013036,188131,8073.59
013037,023507,7348.10
013037,103870,7938.82
013037,119350,7510.58
013037,188131,7855.69
013053,021490,5710.71
013053,074730,6684.33
013053,087149,8222.22
013053,188131,7236.00
013059,021490,4695.53
013059,067750,7723.44
013059,074730,7533.25
013059,188131,7519.40
013074,035815,8176.87
013074,051756,8942.67
013074,091308,8443.89
013074,147290,8443.89
013074,153770,8641.64
013074,161616,8244.89
013074,327883,8443.89
014023,021644,6869.48
014023,051756,6869.48
014023,066516,6869.48
014023,088153,6869.48
014080,048798,6402.20
014080,104230,6407.23
014080,195448,6407.23
014080,200328,6389.60
015008,023507,7441.31
015008,073016,7724.70
015008,142824,7650.39
015008,188131,8659.27
015010,023507,6946.31
015010,023515,6683.07
015010,136824,7173.03
015010,155527,6927.42
015011,023507,7822.95
015011,023515,7078.56
015011,155527,6497.92
015011,197866,7282.61
015012,066664,7110.05
015012,136824,7141.54
015012,155527,6837.99
015012,197866,7315.36
015013,066664,7791.46
015013,136824,7247.34
015013,162639,8629.05
015013,197866,7268.75
015014,023507,8010.62
015014,105180,7418.64
015014,197866,7771.31
015014,204226,7049.59
015015,105180,7894.74
015015,162639,7826.72
015015,197866,7908.59
015015,204226,7049.59
015018,142824,7894.74
015018,144410,7795.24
015018,182850,7994.24
015018,188131,7628.98
015019,142824,7795.24
015019,144410,7795.24
015019,179698,7795.24
015019,182850,7795.24
015020,031933,7795.24
015020,142824,7795.24
015020,179698,7361.96
015020,182850,8663.05
015021,023507,7316.61
015021,031933,7361.96
015021,142824,7795.24
015021,182850,7795.24
015027,015938,7819.17
015027,144410,7795.24
015027,160172,8091.23
015027,188131,7620.16
015028,015938,7839.32
015028,144410,8475.38
015028,182850,7879.63
015028,188131,7586.15
015029,015938,8229.77
015029,031933,8229.77
015029,144410,8229.77
015029,160172,8229.77
015032,015938,7795.24
015032,031933,7795.24
015032,179698,7795.24
015032,182850,7787.68
015033,015938,6934.98
015033,023507,7598.75
015033,031933,7433.75
015033,160172,7792.72
015034,015938,7795.24
015034,023507,7799.02
015034,031933,7795.24
015034,182850,7795.24
015042,025917,6334.18
015042,105180,6101.17
015042,162639,7967.79
015042,169196,9379.73
015042,338214,5690.56
015049,018600,7485.39
015049,166707,8180.65
015049,169196,8030.77
015049,177105,7844.36
015056,055964,6044.49
015056,127868,6326.62
015056,158933,6611.28
015056,188131,9592.59
015089,006084,8141.61
015089,036935,8583.70
015089,068080,12934.12
015089,082252,7644.09
015132,049336,12193.52
015132,065900,8705.88
015132,068977,28460.36
015132,085278,10146.78
015132,094838,8141.61
015132,195138,8807.90
016009,021644,8583.70
016009,035815,9586.29
016009,040703,8641.64
016031,006084,8554.73
016031,146730,8602.60
016031,148040,9524.57
016031,185094,8641.64
016033,030821,8641.64
016033,148040,8891.03
016033,175323,8641.64
016033,192678,8724.77
017066,057070,3231.96
017066,085707,2949.82
017066,171123,3050.58
017066,189057,2938.49
017076,006521,2244.48
017076,032077,2244.48
017076,085707,3370.50
017076,173185,2244.48
017076,189057,2907.00
017102,016535,1293.54
017102,019186,2071.93
017102,020338,1857.81
017102,034452,1624.79
017102,096580,576.87
017102,155039,1527.81
017102,175846,1496.32
017102,220353,1556.78
017102,642630,1527.81
017113,043320,2284.79
017113,064327,2267.16
017113,090581,2259.60
017113,160156,2012.73
017113,172782,2270.93
017113,183334,2458.60
018001,045616,2076.97
018001,066427,1814.98
018001,177997,2076.97
018005,032220,1510.18
018005,083232,1609.68
018005,177997,2211.74
018005,189936,2530.40
018023,066427,2054.29
018023,120057,2054.29
018023,177997,2054.29
018023,189936,2054.29
018027,053406,9158.05
018027,053430,9158.05
018027,083496,9158.05
018027,191477,9158.05
018031,002836,3825.20
018031,010294,3665.23
018031,027928,3801.26
018031,083496,3475.05
018044,053406,8142.87
018044,053430,8765.08
018044,081612,7836.80
018044,191477,8484.20
018050,002836,3554.40
018050,027928,3652.64
018050,070483,3423.40
018050,189936,2093.34
018063,002836,3471.27
018063,070483,3471.27
018063,170607,3471.27
018063,189936,2719.33
018064,007048,2105.94
018064,106933,1803.65
018064,172863,1555.52
018064,189936,2406.96
018080,084921,2151.28
018080,104850,2151.28
018080,106933,2151.28
018080,189936,2151.28
018081,041467,2151.28
018081,084921,2151.28
018081,104850,2151.28
018081,106933,2151.28
019070,160415,3883.13
019070,175072,2748.30
019070,184128,2816.31
019070,204374,2680.28
019073,072168,3924.70
019073,094897,4038.06
019073,160415,3873.06
019073,184128,4074.58
020017,041866,3087.11
020017,062634,4305.08
020017,118834,3383.10
020017,119849,3118.60
020017,144533,2542.99
020028,118834,3093.41
020028,119849,3221.88
020028,136093,3180.32
020028,198625,3253.37
020029,048348,3710.58
020029,118834,3710.58
020029,136093,3710.58
020035,048348,3138.75
020035,062634,3293.67
020035,118834,3321.38
020035,136093,3205.51
020035,198625,3211.80
020036,063398,3475.05
020036,116211,3972.56
020036,129844,3558.17
020036,135810,3655.16
020036,155144,3652.64
020037,039322,4117.41
020037,116211,4257.21
020037,119806,4027.98
020037,129844,4869.35
020037,134643,4015.38
020037,152706,4667.82
020041,005347,3089.63
020041,028690,3168.98
020041,077283,3211.80
020041,119849,3390.66
020042,005347,3291.15
020042,028690,3301.23
020042,062634,3263.44
020042,198625,3301.23
020043,116211,3423.40
020043,135810,3585.88
020043,155144,3768.52
020043,160679,3582.11
020043,161160,3762.22
020050,005347,4039.32
020050,057975,4603.59
020050,077283,3954.93
020050,119849,3816.38
020051,005347,3111.04
020051,013560,3233.22
020051,028690,3156.38
020051,077283,3102.22
020052,005347,3825.20
020052,013560,4145.12
020052,057975,4206.83
020052,077283,3915.88
020053,161160,3685.39
020055,041033,5994.11
020055,042480,8626.53
020055,149470,6783.83
020055,161160,6162.88
020055,191019,6227.12
020062,028894,8820.49
020062,036749,8388.48
020062,076856,8610.15
020062,149470,4655.23
020063,028894,8868.36
020063,076856,8494.28
020063,149470,4710.65
020063,174181,8252.45
020063,327387,8538.36
020064,005347,8595.04
020064,026700,7654.17
020064,028894,8821.75
020064,057975,4038.06
020064,174181,8605.11
020066,013560,11529.75
020066,028894,10325.63
020066,057975,11061.20
020066,196355,9285.26
020067,041033,6116.28
020067,042480,10591.40
020067,138622,5374.42
020067,192597,6234.68
020068,041033,6516.81
020068,138622,6020.56
020068,191019,6688.11
020068,192597,6361.89
020069,042480,10033.42
020069,154342,8539.62
020069,191019,8285.19
020069,192597,8033.29
020073,036749,10004.45
020073,041033,7867.03
020073,080756,10457.88
020073,192350,10309.26
020079,005347,10428.92
020079,028894,7680.62
020079,096466,9818.04
020079,196355,10480.56
020080,013560,10547.31
020080,028894,10688.38
020080,096466,11163.22
020080,196355,10966.74
020081,005150,6635.21
020081,042480,10321.86
020081,095486,6635.21
020081,154342,6635.21
020091,013560,10358.38
020091,096466,10246.28
020091,195235,9551.02
020091,196355,9665.64
020094,005347,10051.06
020094,036749,10643.04
020094,087718,12548.71
020094,195235,10213.54
020095,005347,9727.36
020095,013560,11148.11
020095,087718,11917.68
020095,195235,10491.89
021004,002232,6001.66
021004,074918,6325.36
021004,079278,4637.59
021004,185825,5219.50
021008,063398,3919.66
021008,135810,3696.72
021008,149284,3410.81
021008,185825,3594.70
021010,011983,4044.35
021010,054330,4609.88
021010,074918,5099.84
021010,184535,4861.79
021012,011983,3958.71
021012,074918,4967.59
021012,079278,4706.87
021012,080446,3696.72
021012,192597,6018.04
021014,041033,5747.24
021014,074918,6060.86
021014,080446,5546.97
021014,118915,4850.45
021021,041033,5195.56
021021,080446,5793.84
021021,118915,5937.43
021021,192597,5680.48
021028,054330,4244.62
021028,079278,4587.21
021028,137936,3696.72
021028,186490,4161.49
021035,042480,9796.63
021035,095486,7709.59
021035,141461,7227.19
021035,154342,7751.15
021039,088110,6533.19
021039,095486,7005.51
021039,139963,6577.27
021039,162817,6431.16
021040,075825,7592.45
021040,088110,7237.26
021040,095486,7316.61
021040,139963,7271.27
021040,436194,6286.32
021044,042480,10330.67
021044,088110,7985.43
021044,095486,8610.15
021044,141461,6938.76
021053,075825,7753.67
021053,080446,7752.41
021053,088110,7752.41
021053,104361,7759.97
021054,080446,8498.05
021054,088110,8632.82
021054,104361,8228.52
021054,141461,8632.82
021064,029009,7096.20
021064,080446,7096.20
021064,104361,7096.20
021064,141461,7096.20
021074,029009,8161.76
021074,038806,7144.06
021074,042480,8538.36
021074,141461,7331.73
021082,038806,7605.05
021082,042480,9646.75
021082,066770,8236.07
021082,141461,7239.78
021091,042480,9270.15
021091,101370,7101.23
021091,141461,6339.22
021091,199273,6374.49
021091,418447,5783.77
021115,185825,3618.63
021115,448850,3618.63
021115,467669,3618.63
021115,467677,3618.63
021117,038091,3792.45
021117,152706,3963.74
021117,194964,3102.22
021117,448850,3618.63
022006,014753,4665.30
022006,044237,3194.17
022006,074918,5075.91
022006,105511,2883.07
022006,387711,2132.39
022006,448850,3860.46
022006,479934,3860.46
022010,069221,2633.68
022010,082678,2660.13
022010,175617,2903.22
022013,044237,2922.11
022013,050725,3153.87
022013,195359,2925.89
022013,436526,2691.62
022021,027766,2515.28
022021,050725,2092.08
022021,164631,2938.49
022021,192597,3074.51
022021,195359,1678.95
022026,025275,1382.96
022026,048895,3749.62
022026,053180,3490.16
022026,169030,3976.34
022026,195359,3738.29
022065,054569,5349.23
022065,137979,5306.40
022065,164631,5592.32
022065,194441,4965.07
023010,052477,983.69
023010,053970,1075.64
023010,082678,1167.59
023012,002879,4352.94
023012,050776,4758.51
023012,060976,4880.68
023012,146986,4713.16
023017,045934,3146.31
023017,105759,3069.48
023017,173487,3347.83
023017,191027,3160.16
023039,050725,3213.06
023039,053180,3029.17
023039,141909,3658.94
023039,146986,3430.96
023047,038725,3239.51
023047,050725,3355.39
023047,053180,3340.28
023047,061212,3404.51
023048,050423,3486.38
023048,050725,3396.95
023048,053180,3498.98
023048,061212,3157.64
023048,297054,2894.40
023049,050423,3394.44
023049,053180,3570.77
023049,053228,3218.10
023049,054631,3394.44
023074,039730,3486.38
023074,184802,3486.38
023074,190047,3486.38
023074,196002,3486.38
023092,052418,1846.47
023092,106356,1846.47
023092,724106,1846.47
023093,052477,1012.66
023093,082678,2505.21
023093,166936,1047.93
023093,189278,989.99
023093,724106,1846.47
024018,008974,2458.60
024018,039730,2016.51
024018,180009,2037.92
024018,189421,2108.45
025037,106402,4957.51
025037,127744,4487.71
025037,175048,5253.50
025037,177121,5131.33
025038,036536,5138.89
025038,067334,4559.50
025038,106402,5570.90
025038,177121,5064.57
025041,000086,6135.17
025041,133035,6555.86
025041,168700,4675.38
025041,170810,5703.16
025044,043133,5250.98
025044,106402,5162.82
025044,127744,5618.77
025055,047368,3931.00
025055,054445,2801.20
025055,101265,2801.20
025055,108804,2801.20
025061,046442,2303.68
025061,087980,2532.92
025061,124478,2691.62
025061,194077,2498.91
025080,012769,3133.71
025080,150533,8615.19
025080,173185,3122.38
026015,037877,1472.39
026015,104736,1379.19
026015,105287,1692.81
026015,129640,1710.44
026015,157066,1425.79
026015,478474,1226.78
026015,497053,1486.25
026018,030236,1501.36
026018,037877,1488.77
026018,070653,1520.25
026018,105287,1496.32
026025,043745,1723.04
026025,047368,1802.39
026025,129640,1758.31
026025,198986,1754.53
026028,047368,2364.14
026028,081280,2148.76
026028,110256,1752.01
026028,113239,1799.87
026035,047368,2736.96
026035,117846,2292.35
026035,176133,2488.83
026035,192848,2160.10
026035,415480,1842.69
026038,048046,2851.58
026038,181862,2168.91
026038,197688,2794.90
026043,005223,2248.26
026043,119814,2191.58
026043,179302,2202.92
026043,197688,2395.63
026047,117846,2626.12
026047,176133,1981.24
026047,187739,2196.62
026047,192848,2112.23
027019,007862,1724.30
027019,077909,1484.99
027019,092479,1414.45
027019,115398,1317.47
027022,077909,1595.83
027022,083739,1619.76
027022,087980,1615.98
027022,092479,1553.00
027029,038962,2676.50
027029,109258,2822.61
027029,113280,2405.70
027029,183377,2506.47
027084,007862,1619.76
027084,049190,1619.76
027084,060461,1619.76
027084,155241,1619.76
027084,168700,1619.76
027085,007862,1865.37
027085,155241,1734.37
027089,005436,2895.66
027089,015504,2100.90
027089,036536,1612.20
027089,163783,2100.90
027089,181846,1612.20
028015,100200,3434.74
028015,115681,3434.74
028015,187038,3434.74
028015,191639,3434.74
028022,100200,2119.79
028022,101354,3122.38
028022,115681,2740.74
028022,172685,2371.70
028022,191639,2478.76
028023,100200,2803.72
028023,101354,2292.35
028023,115681,3063.18
028023,142131,3986.42
028037,035009,2633.68
028037,083917,2247.00
028037,101354,1861.59
028037,142131,2338.95
028046,035009,2550.55
028046,069825,2377.99
028046,142131,3006.50
028046,199583,1667.62
030072,066796,4308.86
030072,093998,4323.97
030072,189618,4399.54
030072,192066,5662.85
031034,039950,2672.72
031034,095931,2621.08
031034,101621,2593.37
031034,124354,2685.32
031034,180700,2549.29
031034,180807,2592.11
031034,183377,3344.05
031034,194506,2646.27
031062,045438,2287.31
031062,046035,2287.31
031062,218022,2287.31
031062,686786,2287.31
031102,045438,2569.44
031102,046035,2569.44
031102,190187,2569.44
031102,191639,2842.76
031102,218022,2296.12
031108,045438,3325.16
031108,046035,3325.16
031108,129160,3325.16
031108,686786,2296.12
032021,055743,2109.71
032021,119393,2283.53
032021,175242,2308.72
032021,194565,2312.50
032043,082708,2554.33
032043,091987,2899.44
032043,124877,2342.73
032043,153044,4300.04
033001,035122,7024.40
033001,088714,5889.57
033001,121657,8800.34
033001,178136,6501.70
033002,035122,5758.58
033002,088714,7045.82
033002,178128,6466.43
033002,178136,6747.31
033003,042447,6020.56
033003,088714,6029.37
033003,178128,6013.00
033003,178136,5422.28
033003,197645,6020.56
033005,042447,4433.55
033005,088714,5924.83
033005,136190,5941.21
033005,155705,5524.30
033007,042447,5378.20
033007,136190,4977.67
033007,155705,4806.37
033008,042447,5114.95
033008,136190,5612.47
033008,160105,6052.05
033010,042447,8867.10
033010,124788,8394.77
033010,136190,8197.03
033010,160105,8705.88
033013,038970,2907.00
033013,160105,3535.50
033013,177440,3621.15
033013,195839,3982.64
033013,197645,3010.28
033013,248177,2680.28
033014,018457,2716.81
033014,045683,3213.06
033014,108146,3152.61
033014,186180,3836.53
033014,195839,3773.55
033015,018457,2753.33
033015,183407,3190.39
033015,186180,3355.39
033015,195839,5063.31
033016,163473,3927.22
033016,183407,4269.81
033016,186988,4098.51
033016,195839,4670.34
033017,105120,4303.82
033017,163473,4043.09
033017,186988,4216.91
033017,195839,8003.06
033019,068802,4205.57
033019,109592,2997.68
033019,186988,3886.91
033020,109592,2577.00
033021,068802,3923.44
033021,077330,3991.45
033021,105120,3800.00
033021,109592,3257.15
033021,186988,3454.89
033022,077330,5185.49
033022,105120,3629.97
033022,183407,3213.06
033022,186180,3875.58
033022,186988,4276.11
033023,076643,3283.60
033023,077330,4703.09
033023,080292,3869.28
033023,105120,3983.90
033023,186180,3941.07
033024,076643,3658.94
033024,080292,3697.98
033024,186180,3662.72
033032,036994,3559.43
033032,076643,4214.39
033032,152013,3325.16
033032,163694,3269.74
033033,036994,2993.90
033033,100323,3148.83
033033,163694,2812.53
033035,101486,2759.63
033035,146897,2903.22
033035,155055,3019.10
033035,169331,3017.84
033035,178969,2753.33
033036,059269,3006.50
033036,101486,2566.92
033036,178969,3046.81
033036,438936,3252.11
033037,036994,3367.99
033037,066230,3209.28
033037,116491,3844.09
033037,152013,3661.46
033037,186180,3320.12
033037,186856,2812.53
033037,438936,2660.13
033039,059269,2676.50
033039,066230,3070.74
033039,116491,2030.36
033039,178969,3089.63
033039,186856,3603.52
033040,057371,2357.84
033040,074713,2383.03
033040,116491,1496.32
033040,137685,2471.20
033040,143170,2367.92
033040,178969,2891.88
033040,248231,2493.87
033041,106003,2803.72
033041,137685,2395.63
033041,155055,2735.70
033041,178969,3007.76
033042,106003,2437.19
033042,137685,2360.36
033042,196789,2403.18
033044,026603,2318.80
033044,106003,2566.92
033044,146897,2752.07
033044,196789,2427.12
033045,026603,2740.74
033045,106003,2566.92
033045,137685,2302.42
033045,196789,2278.49
033046,007978,2915.81
033046,026603,2600.93
033046,036994,3089.63
033046,057371,2701.69
033046,137685,2474.98
033046,143170,3725.69
033046,146897,2811.27
033046,163694,2541.73
033046,501948,2056.81
033047,036994,4196.76
033047,160695,4070.80
033047,163694,4297.52
033047,168300,4098.51
033047,248207,3645.08
033049,001201,4900.83
033049,153028,4051.91
033049,163694,4109.85
033049,168300,4165.27
034002,115150,3391.92
034002,147222,3181.57
034046,011150,4289.96
034046,012130,4480.15
034046,019534,3084.59
034046,028061,4117.41
034046,029467,3959.97
034046,036315,3889.43
034046,128465,3253.37
034046,142506,4373.09
034046,143170,2776.01
034046,150126,4147.64
034046,151165,2997.68
034046,157350,3783.63
034046,158224,4364.27
034046,172340,3959.97
034046,179230,3959.97
034046,190837,4384.43
034046,193968,4249.66
034046,388211,3959.97
034068,029467,4106.07
034068,058866,4483.93
034068,115150,3729.47
034068,119229,4106.07
035044,084492,2632.42
035044,159670,2855.36
035044,165417,2826.39
035057,078034,2486.31
035057,141852,2588.34
035057,160792,3388.14
035057,168912,2812.53
035057,436763,2577.00
035064,107913,2299.90
035064,159450,1954.79
035064,159670,2578.26
035064,188476,929.53
035064,686840,2017.77
036002,126519,13398.89
036002,132489,13542.48
036002,156566,43870.72
036002,177911,13688.58
036009,117463,14337.24
036009,156566,46640.43
036009,177911,14126.90
036009,187704,13903.96
036010,117463,12522.26
036010,151530,14066.44
036010,156566,43976.52
036010,168106,13184.77
036010,177911,12747.71
036045,000574,10996.96
036045,002712,10898.72
036045,044202,11236.27
036045,071684,10805.52
036045,156434,10941.54
036045,189111,10922.65
036045,192716,10654.37
036055,000574,4659.00
036055,106291,4528.01
036055,106305,5051.98
036055,126519,3873.06
036055,213446,4528.01
036078,009717,4093.48
036078,056154,4161.49
036078,160377,4829.04
036078,197645,4451.18
036078,211982,5098.58
036078,227650,4451.18
036079,089443,4786.22
036079,106305,5098.58
036079,173010,3958.71
036079,211982,3958.71
036138,000574,6072.20
036138,008826,6555.86
036138,103691,6688.11
036138,106291,6072.20
036138,117080,6922.38
036138,126519,6525.63
036138,192716,11374.82
036138,434426,6819.10
036138,436402,6934.98
036144,106305,3803.78
036144,226475,3803.78
037006,053767,5839.19
037006,055700,5370.64
037006,197645,5370.64
037006,431060,4900.83
037015,055700,6159.11
037015,060135,8738.63
037015,061581,6683.07
037015,107735,5465.10
037026,031879,4437.33
037026,068772,5154.00
037026,088838,4613.66
037026,173010,5787.54
037034,023590,4793.77
037034,031879,4468.82
037034,068772,4806.37
037034,088838,5162.82
037035,068764,4908.39
037035,068772,5075.91
037035,173010,5579.72
037036,023590,4905.87
037036,060135,7620.16
037036,068772,5302.62
037036,088838,5088.50
037036,106135,4782.44
037036,173010,5968.92
037040,060135,7433.75
037040,073180,4534.31
037040,088838,4519.20
037040,106135,4830.30
037048,077518,3070.74
037048,124303,4087.18
037048,152234,4463.78
037048,168874,3738.29
037048,179914,3631.23
037064,044245,4740.87
037064,046396,4774.88
037064,060135,6883.34
037064,185060,4420.95
037064,218413,4812.67
037064,240508,4667.82
037078,078190,4721.98
037078,134546,4723.24
037078,193933,4371.83
037083,037613,5188.01
037083,046396,4528.01
037083,060135,6434.94
037083,076473,4196.76
037083,119385,5388.27
037083,128520,4109.85
037083,159557,4437.33
037083,394564,4233.28
037083,412082,3749.62
037083,471933,4437.33
037083,629367,4069.54
037083,686859,3762.22
037099,046396,4786.22
037099,128520,5225.79
037099,185060,4609.88
037099,218413,4698.05
037100,006009,4661.52
037100,088838,5627.58
037100,088854,4693.01
037100,160377,5507.93
038002,042447,8617.71
038002,103420,8690.76
038002,136190,8728.55
038002,173827,8591.26
038003,042447,9187.02
038003,103420,8746.18
038003,162957,8304.09
038003,197645,8746.18
038003,259543,9187.02
038005,003190,4389.47
038005,019348,4536.83
038005,045683,5191.79
038005,195839,4027.98
038006,042447,7863.25
038006,065560,8710.92
038006,103420,9658.08
038006,191540,8304.09
038012,032743,12678.44
038012,042447,12017.18
038012,065560,11735.05
038012,151530,12469.36
038012,154458,12207.37
038012,191540,12955.53
038069,005533,4153.93
038069,021989,3975.08
038069,096857,4050.65
038069,145769,4245.88
038069,195839,5858.08
