drive_id,nome,tipo,tema,camada,oficialidade,uso_atual,ext
1yWiFhYuk2GAfWWo4nxLHus09P7FoRe8N,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal (1).pdf,PDF,GOVERNANCA,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
13YM2xovnpksgTXQ6gRPnIO47F5DCwFNz,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal.pdf,PDF,GOVERNANCA,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1YqwEc091feCGu6kTX52Rl8eOA5-Vd_Ka,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal_2da63f.pdf,PDF,GOVERNANCA,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1EmZCL33xTv90gyjtdKxguTGbWBpxCDFn,ARQUIP _ DOSP - 105163385 - Decreto.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1aTqnaoOndOZIvlzGbkQIWl24j9uUEovs,ARQUIP _ DOSP - 148669538 - Decreto.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1kqrJxlQOOmtoYehOcihoeVXMskpYenRo,Anexo I do Decreto 58_289_2018 (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1YYl1VefvPXiU1j9EjAkJkWl3fVA74S0e,Anexo I do Decreto 58_289_2018.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1nlqIHAipLOYRb8pqiGWE9XlfJHH3fg4P,Anexo Unico do Decreto 57_378-16_ com_Deliberações CTLU_19__01_2021.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
13T2MK-rY-QMZRKqKxZjGgtA8SO2T3oYW,DECRETO Nº 57.299 DE 8 DE SETEMBRO DE 2016 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1VM7-hWGnYcRIGNy02THj86SYeM8TUK0z,DECRETO Nº 57.443 DE 10 DE NOVEMBRO DE 2016 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
119SLtsS73fyZ6Dr680LXD5DPqkgepo3m,DECRETO Nº 57.443 DE 10 DE NOVEMBRO DE 2016 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
16imqcQn1DdhScKensZ-KFWqi80NIFXfI,DECRETO Nº 57.521 DE 9 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1oTD2k7Jh-mtF6l_4rXDSiz3-bfTnt-Sr,DECRETO Nº 57.536 DE 15 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ETQwZsbcJAR56-3fNh6ExEoBd8m_BiCo,DECRETO Nº 57.565 DE 27 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1mIU9sGn3VVSN18jsHtmp2M7hVwJ0XCo-,DECRETO Nº 57.565 DE 27 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1kP7IboAaxscfptXQNE6gYJBpCmN84P5v,DECRETO Nº 57.776 DE 7 DE JULHO DE 2017 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1N9FasxeymWYUvXUJ-hpfyQ7ZL9p8wCQj,DECRETO Nº 58.028 DE 11 DE DEZEMBRO DE 2017 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1juyuGnSxZrxSoeoAJhaxpH1DoeLtEZiY,DECRETO Nº 58.094 DE 21 DE FEVEREIRO DE 2018 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1RiwkFtU2zmCn4nNi8NptJEINAKtLh_Xs,DECRETO Nº 58.176 DE 3 DE ABRIL DE 2018 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1qXjW9WJ0XT6WMlivxpwPgKJf7QLGCbg0,DECRETO Nº 58.707 DE 8 DE ABRIL DE 2019 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1RxKKm9OsQw5fyXECUVxqhBa2tl5Xk61H,DECRETO Nº 58.955 DE 20 DE SETEMBRO DE 2019 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
13ZQHCcofLBlHW2iB21nqiYQpAeIjWqhT,DECRETO Nº 58.955 DE 20 DE SETEMBRO DE 2019 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1DoISNBZqgn9y7lAoT-0RBHYmGz1Snz2J,DECRETO Nº 59.163 DE 27 DE DEZEMBRO DE 2019 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ZD0fqKfsJVlfZ36aQW4w4hbVNN13pDMx,DECRETO Nº 59.164 DE 27 DE DEZEMBRO DE 2019 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1PL7QkSLatXXJFBuRrUxWqme434RHigp8,DECRETO Nº 59.164 DE 27 DE DEZEMBRO DE 2019 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1F1SDNERKp0zmZmQmn8oBDvMZsxolzGYo,DECRETO Nº 59.671 DE 7 DE AGOSTO DE 2020 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
144wrCsjgQFBcCit-ebQf1zKGQUsKrH0k,DECRETO Nº 59.886 DE 4 DE NOVEMBRO DE 2020 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1Y6vglbBbWon0DpuY1PE49Oq0pttUHPKG,DECRETO Nº 59.886 DE 4 DE NOVEMBRO DE 2020 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1BtWkj8PyeIuOcoifzHBk8GMpBR4qalT3,DECRETO Nº 60.581 DE 27 DE SETEMBRO DE 2021 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1J-VcmxcEQvNmuKgE5a6Gfvd69LiUgm8f,DECRETO Nº 60.581 DE 27 DE SETEMBRO DE 2021 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1pcD-u6vpx4I65_cZjt4BoYmollAwLe2P,DECRETO Nº 61.137 DE 10 DE MARÇO DE 2022 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1M1il5qj-TkQKKlfKndfmEO_8EgSAUFCA,DECRETO Nº 61.218 DE 6 DE ABRIL DE 2022 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1VSRJsJnqpbAUK58gC7zJ0AKrXRwq5Y5Q,DECRETO Nº 62.175 DE 24 DE FEVEREIRO DE 2023 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1aM5jpxuN9vQd7V8uTB6qOcYg3Torelc-,DECRETO Nº 63.423 DE 21 DE MAIO DE 2024 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1bkQaCB-zRPS1i2dV9MMQ9xslTYLvWR_a,DECRETO Nº 63.423 DE 21 DE MAIO DE 2024 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1zQd-w6B993VYn3DR_UYBkAsh57B1KP0h,DECRETO Nº 63.437 DE 23 DE MAIO DE 2024 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1O9HReUL8yhLyxkWTDSRgYZck3IzdyYHl,DECRETO Nº 63.504 DE 14 DE JUNHO DE 2024 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1MlHTRKWwM2r3krH67SSaW4iky6eqPKwn,DECRETO Nº 63.504 DE 14 DE JUNHO DE 2024 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
11SM7YHM16FD9uYJhpiVCl-XffcplDSNE,DECRETO Nº 63.999 DE 30 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal (1).pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1oErrIVRHYKENtWc4AGg3vl5yEBpT3H5R,DECRETO Nº 63.999 DE 30 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1gGYBx3CbVPioZJsUHNSx6804YMI3sez2,DECRETO Nº 64.018 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal.pdf,DECRETO,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
11PpRHVN8y0qEA4lCUG87coWpoZpjtIAB,"decreto n.59.263, de 05.06.2013.pdf",DECRETO,JURIDICO,01C_BRONZE_CRIADOS,OFICIAL,DESCARTE,pdf
1RS4I-Agu9vqhmr-Tw0qO_r6P0-Qz0nxQ,2014-07-31 - LEI 16050 - PLANO DIRETOR ESTRATÉGICO.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ZiRe7AcCPmXH8BE7WcoziZa6AVdgu3Wk,ARQUIP _ DOSP - 097088730 - Lei.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1TZ8YEOdddRCeDSizxv8S7zyCWYEojD8o,ARQUIP _ DOSP - 107504220 - Lei.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1KUBVdv3EcxKbRc6u04bugzKBr3YRwkPA,LEI Nº 11.154 DE 30 DE DEZEMBRO DE 1991 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01C_BRONZE_CRIADOS,OFICIAL,DESCARTE,pdf
1f0O07QVxvAKXtEZyXLqn_fIQyJvp-yZJ,LEI Nº 14.094 DE 6 DE DEZEMBRO DE 2005 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01C_BRONZE_CRIADOS,OFICIAL,DESCARTE,pdf
11DDBtGRKQmE3Liqae52M_uROD1479CVN,LEI Nº 15.044 DE 3 DE DEZEMBRO DE 2009 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01C_BRONZE_CRIADOS,OFICIAL,DESCARTE,pdf
10tiNy4w5gPNmMyOTI9pPEeI8AHefaxlN,LEI Nº 15.150 DE 6 DE MAIO DE 2010 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1_A5iflIzmge5iiHAzZFH6SYNmYYCc0Uh,LEI Nº 15.723 DE 24 DE ABRIL DE 2013 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1txwXlEXopCRetad2UEOqhjYQxEGShzTB,LEI Nº 16.050 DE 31 DE JULHO DE 2014 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,DOCUMENTOS,OFICIAL,DESCARTE,pdf
1iFTYZkYTKUAHVFxcpyfWGO-GX8IwySGU,LEI Nº 16.402.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1Sp2_h-52mxHIs3lTVxmei3wZdf536YLe,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,99_LIXEIRA_DUPLICADOS,OFICIAL,DESCARTE,pdf
18Bom85V94g_7SsFwTUw1dHwkaD1AaE2o,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal (2).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1LjYelDjdg1M3Tb1cIQbDH3S97bgPWv27,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1iIGGaABbIA6FPMtgPK4HBTuMWff9quGa,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal_26f02f.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1DTZ4m3JNlHsnbRpmRr0VXfjerBJX6DAr,LEI Nº 17.104 DE 30 DE MAIO DE 2019 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1Qk1DEt9Tcc9m4DNP3RcR66rJktmZCPj6,LEI Nº 17.104 DE 30 DE MAIO DE 2019 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1mB6MiwEf5hgZt24ImIOKpoWp7slnrCL_,LEI Nº 17.202 DE 16 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ch0IkHW4x1nY2KsUljseB_PBV3hHyXSG,LEI Nº 17.202 DE 16 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1K4c4JZJ1ZVfpaCcKXTeDoIqGeQfUgzhp,LEI Nº 17.217 DE 23 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
11UsFREm0vELogyKM-las3F6UZCnJASAJ,LEI Nº 17.577 DE 20 DE JULHO DE 2021 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1lv_hDddgvRPm6HRa3Ty78_oNxdVpFWht,LEI Nº 17.733 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ReUJEoTQBPmgtfNpvVuwgQoAeYrcW7iC,LEI Nº 17.733 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1XjOMA1n6F4-c4aKLQGusmZxjBXVK3IK7,LEI Nº 17.734 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1lAqOdl4m4a_ZPNtNL9JarrOmGIdeQdY7,LEI Nº 17.844 DE 14 DE SETEMBRO DE 2022 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1xPfy7bkfYdcsBtp_dKGcpPmvMkf-9Lit,LEI Nº 17.844 DE 14 DE SETEMBRO DE 2022 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1vi9nTJEjkc9GEt-AhQxQvvjXrxlJ2gAz,LEI Nº 17.853 DE 29 DE NOVEMBRO DE 2022 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1YWVVn5NGpj91SXaUmyWNEd5S1vAAWDQl,LEI Nº 17.975 DE 8 DE JULHO DE 2023 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1XBMtSAaDsScroV6RZF6dPTPPSwb3uqvv,LEI Nº 17.975 DE 8 DE JULHO DE 2023 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
10xoxWBt67RCv32mNhM0IgeUMpPi90oGI,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,99_LIXEIRA_DUPLICADOS,OFICIAL,DESCARTE,pdf
165OAxGyJODNTSNKCEG9zSin0IC2UK9Pt,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal (2).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
16nRmIg4ZvEM7XTtOStVPyX2TK1Eqdslx,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
159qiwU97VP71d-B2AexipH-qEuIE-5AZ,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal_02ef41.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
17NTK6Hox308GXgO4cjrGRVB2UZD6rYkl,LEI Nº 18.177 DE 25 DE JULHO DE 2024 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1tSLnEJkoO37CNfCqesDn-1qm0_eyfZgn,LEI Nº 18.209 DE 20 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ylwYONOJekWFHiSUFAdNcakxW_HkJRV6,LEI Nº 18.222 DE 27 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1abMzrB1hdin6vnm0T9akVXU1CKJa-8dE,LEI Nº 18.298 DE 17 DE SETEMBRO DE 2025 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,Documentos Novos,OFICIAL,DESCARTE,pdf
1XuOOMjg59oIQ0YPGRERdkeKGMvk075DB,Lei nº 11.428.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1Gd9TMgdkowMKWhmib6NjpnbiIVOQeH4e,RAZÕES DO VETO AO PROJETO DE LEI Nº 272_2015; OFÍCIO DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal (1).pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1wVAeUZlyUPGYRuVKGiOtl2iQ5UblHutj,RAZÕES DO VETO AO PROJETO DE LEI Nº 272_2015; OFÍCIO DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal.pdf,LEI,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
10A8bT1ho5AtbFIxsIbhJ4ArgUlfNgXHm,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931 (1).pdf,PDF,JURIDICO,99_LIXEIRA_DUPLICADOS,OFICIAL,DESCARTE,pdf
1_-UcZ_9F2m-Iz1SPXJXe54LfCS85da44,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931 (2).pdf,PDF,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1YBcx7Q_wd7SJNBWPAXKQt3PTMDmotTr1,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931.pdf,PDF,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1q6DIh6CLF9Cdhb53Epz8KIAxzy9hSrrs,ARQUIP _ DOSP - 149729786 - Portaria.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1CfBfrvl7GYHeMekJnLT3fz8Qz9VwVXMt,PORTARIA SECRETARIA MUNICIPAL DE COORDENAÇÃO DAS SUBPREFEITURAS - SMSP Nº 20 DE 3 DE MAIO DE 2016 « Catálogo de Legislação Municipal (1).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1p1uWVMTypH1RpCCiqGPt34yvt7QX80Lz,PORTARIA SECRETARIA MUNICIPAL DE COORDENAÇÃO DAS SUBPREFEITURAS - SMSP Nº 20 DE 3 DE MAIO DE 2016 « Catálogo de Legislação Municipal.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1Yn_-t9WfYJluOaeiTmPtdpjGH0JmHlof,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 1 DE 8 DE JANEIRO DE 2020 « Catálogo de Legislação Municipal (1).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
14pjENOd2JBmdOVlFnKELBroa0LbXRDlB,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 1 DE 8 DE JANEIRO DE 2020 « Catálogo de Legislação Municipal.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1Sndw5hBNbiogBoo9ua-SEMM5FZVbRfRs,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 15 DE 2 DE MAIO DE 2016 « Catálogo de Legislação Municipal (1).pdf,PORTARIA,JURIDICO,99_LIXEIRA_DUPLICADOS,OFICIAL,DESCARTE,pdf
1U-yO_pXnUHPxF5XtntN0Q5MLUv2kniDv,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 15 DE 2 DE MAIO DE 2016 « Catálogo de Legislação Municipal.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1BO1eOAPMtlXWhQiPpKWp8SiJEweSIzKb,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 172 DE 10 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal (1).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
14v6NHjapYO1dTkKoPYghPLwTnPqDuicB,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 172 DE 10 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal (2).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1oeR8fwUuFA2rhoxtVn76HdlSVAY1s_tV,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 172 DE 10 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1_Lrd9O_qlwlUdPjRaFLks9OLs3v-UtCw,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 8 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal (1).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
16f1oUdrRlCaV0JCGF-Q0WeSYetjp1O80,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 8 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal (2).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1TAyH24kIrvAtsUXjtkPeIiPQ_2J6kqg8,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 8 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1oqGmQH4SMOMbJMLeF2cdYWt0vzct0s2o,Portaria CAT 15 de 2003 (1).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1EuX6XY5zvKqW9miSE5Agw8DSebZoMhtl,Portaria CAT 15 de 2003 (2).pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1i9H0-6q5-7K0rXex3Kar4vfgyip5BlT9,Portaria CAT 15 de 2003.pdf,PORTARIA,JURIDICO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1ToHKsR0qKAbQQffyGb3O3PjTf1EAVmCb,1-QUADRO_1_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
1ou5mcFQMna0qOfhlA1PRcap1yqPqpVfe,10-QUADRO_4A_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
1_O7Xu40H6E5kiLMEwTOZj9f_kq3LV5Hn,11-QUADRO_4B_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
1xw13SHEMy_5K_HDvfrGjHDYZR-nQhQW7,2-QUADRO_2_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
1-C5lh1LFefCiJ_3R5imSRyUntmGb2izj,3-QUADRO_2A_FINAL (1).docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,docx
1G9WZJdBxsBiHCnu2NpRH9UBbt4OJD_Nq,3-QUADRO_2A_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
