drive_id,path,nome,mime,ext,bytes,created,modified,tema,tipo_artefato,oficialidade,ja_indexado,observacao
1sxMxJ2EKIll7-vpGJTv6TLptDSJDOg1d,03 — Tabelas & Engines,GUIAS_DE_ITBI_PAGAS_(2021).xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,34093242,2026-06-18T19:35:06.139Z,2026-03-04T12:58:18Z,OUTRO,PLANILHA,OFICIAL,SIM,
1uQw1WO9Bu5B_wnFDpC-K3gVzKKkCX0AY,03 — Tabelas & Engines,GUIAS_DE_ITBI_PAGAS_12-2022.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,32681481,2026-06-18T19:35:10.440Z,2026-03-04T12:58:13Z,OUTRO,PLANILHA,OFICIAL,SIM,
1AeNFgVhXDZ66DyBMu2FPvu71o0x2PWnv,03 — Tabelas & Engines,guias_de_itbi_pagas_2006.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,21872540,2026-06-18T19:35:13.358Z,2026-03-04T12:59:29Z,OUTRO,PLANILHA,OFICIAL,SIM,
1NIC90aYDZeYg1KqPusbQP03mjJAIT4eL,03 — Tabelas & Engines,guias_de_itbi_pagas_2007.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,23103380,2026-06-18T19:35:17.045Z,2026-03-04T12:59:21Z,OUTRO,PLANILHA,OFICIAL,SIM,
1CZegdbWD_8wtvoufFXre6rHJa30IiGty,03 — Tabelas & Engines,guias_de_itbi_pagas_2008.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,26114817,2026-06-18T19:35:20.334Z,2026-03-04T12:59:17Z,OUTRO,PLANILHA,OFICIAL,SIM,
1nWmPE4ivH1Vj3DX4chGAPIb10vXKtAY5,03 — Tabelas & Engines,guias_de_itbi_pagas_2009.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,23969035,2026-06-18T19:35:24.167Z,2026-03-04T12:59:09Z,OUTRO,PLANILHA,OFICIAL,SIM,
19wCVbWHXVs9AGF3aVo7ClNm4EHeS4hTC,03 — Tabelas & Engines,guias_de_itbi_pagas_2010.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,24606760,2026-06-18T19:35:29.100Z,2026-03-04T12:59:04Z,OUTRO,PLANILHA,OFICIAL,SIM,
1cnv7OdGP2iqu7O_0qtVYWRY_4UWQ8M0d,03 — Tabelas & Engines,guias_de_itbi_pagas_2011.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,23608110,2026-06-18T19:35:32.690Z,2026-03-04T12:59:01Z,OUTRO,PLANILHA,OFICIAL,SIM,
1lIqmcYJ8umsJNUtMx4SwVBqTsUFSXkz9,03 — Tabelas & Engines,guias_de_itbi_pagas_2012.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,22766254,2026-06-18T19:35:35.974Z,2026-03-04T12:58:57Z,OUTRO,PLANILHA,OFICIAL,SIM,
1SfnE6j9ldJJPS7aANddL44xpNmVqLZZZ,03 — Tabelas & Engines,guias_de_itbi_pagas_2013.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,23230864,2026-06-18T19:35:39.799Z,2026-03-04T12:58:50Z,OUTRO,PLANILHA,OFICIAL,SIM,
12EWDLKUquA9lLjfmCIQkTI2eyE0JMMF4,03 — Tabelas & Engines,guias_de_itbi_pagas_2014.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,19844905,2026-06-18T19:35:43.045Z,2026-03-04T12:58:46Z,OUTRO,PLANILHA,OFICIAL,SIM,
1gD4UQqbNqEZVsRhiyoqrkyEtvY2-Z58R,03 — Tabelas & Engines,guias_de_itbi_pagas_2015.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,16952228,2026-06-18T19:35:46.108Z,2026-03-04T12:58:43Z,OUTRO,PLANILHA,OFICIAL,SIM,
1Ce1vTcxVUhOqawurxoVXNNu5FbmIB8Kt,03 — Tabelas & Engines,guias_de_itbi_pagas_2016.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,15090479,2026-06-18T19:35:49.306Z,2026-03-04T12:58:38Z,OUTRO,PLANILHA,OFICIAL,SIM,
1DrWLPXozufPLGonW-bZYMFaBfcX-lF9f,03 — Tabelas & Engines,guias_de_itbi_pagas_2017.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,16645881,2026-06-18T19:35:52.461Z,2026-03-04T12:58:33Z,OUTRO,PLANILHA,OFICIAL,SIM,
1G_qUEJysBqHtPGP7A1xTI9RiZgu7QDSw,03 — Tabelas & Engines,guias_de_itbi_pagas_2018.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,17736135,2026-06-18T19:35:55.640Z,2026-03-04T12:58:29Z,OUTRO,PLANILHA,OFICIAL,SIM,
1BrBRzC3G4atGZ8JqRZhGp4OnvBZTjOgr,03 — Tabelas & Engines,holdings.csv,text/csv,csv,60233422,2026-06-18T19:29:20.516Z,2020-11-03T20:14:54Z,OUTRO,TABELA_DADO,ADQUIRIDO,SIM,
1kuSyb8jyoWHgQ7XvzeXE1DfLNfamad_H,03 — Tabelas & Engines,INSTRUÇÃO NORMATIVA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 1 DE 16 DE OUTUBRO DE 2024 « Catálogo de Legislação Municipal.csv,text/csv,csv,536,2026-06-18T19:23:45.106Z,2026-03-02T04:12:06Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,
1AV8v4esuCxGulgxvGskzo595vycDa3U-,03 — Tabelas & Engines,iptu-2020-cep01.csv,text/csv,csv,152926077,2026-06-18T19:29:28.876Z,2021-01-11T15:49:11Z,IPTU,TABELA_DADO,OFICIAL,SIM,GIGANTE >100MB
1HPvwPOkjRwlC4dfgEYpYkfyDJ5l94tNM,03 — Tabelas & Engines,IPTU_2026.csv,text/csv,csv,937865216,2026-06-18T19:36:41.940Z,2026-02-26T13:10:59Z,IPTU,TABELA_DADO,OFICIAL,SIM,GIGANTE >100MB
1-xmmkyCCf8NwHE3So3Yj3kKVT8yFuH1t,03 — Tabelas & Engines,"LEI Nº 13.430 , DE 13 DE SETEMBRO DE 2002 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv",text/csv,csv,2245,2026-06-18T19:23:45.310Z,2026-03-02T04:12:14Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,
1Nn8n_n9BxNeLT5_Q9qxv5MMvYa7YtThy,03 — Tabelas & Engines,"LEI Nº 13.430 , DE 13 DE SETEMBRO DE 2002 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura12.csv",text/csv,csv,2245,2026-06-18T19:23:52.983Z,2026-03-02T04:12:22Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,
1en2WC2A-Wd21NNDhZ8ThheAyHmODIOl-,03 — Tabelas & Engines,lista_certidao_ZEPEC-BIR_agosto-2025.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,194082,2026-06-18T19:23:45.161Z,2026-03-06T21:26:50Z,TDC,PLANILHA,OFICIAL,SIM,
17j94xkgVk4eberaRpRLK2j_ekz480Lny,03 — Tabelas & Engines,lista_declaracoes_ZEPEC-BIR_agosto-2025.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,225063,2026-06-18T19:23:45.234Z,2026-03-06T21:26:43Z,TDC,PLANILHA,OFICIAL,SIM,
1EyzQ9O6HTbiUSBgotHYBun_haesZHGC_,03 — Tabelas & Engines,LOTES_Parte_1_IA.csv,text/csv,csv,89243979,2026-06-18T19:18:51.469Z,2026-03-02T03:43:22Z,GEO,TABELA_DADO,OFICIAL,SIM,
1Ze3bOM75N2FmgNYya9kntyL4boRQRCYF,03 — Tabelas & Engines,LOTES_Parte_2_IA.csv,text/csv,csv,90740596,2026-06-18T19:19:01.172Z,2026-03-02T03:43:34Z,GEO,TABELA_DADO,OFICIAL,SIM,
1nWjbPVvpWuis9t576Cw_pSTQurmU0swV,03 — Tabelas & Engines,LOTES_Parte_3_IA.csv,text/csv,csv,99466602,2026-06-18T19:19:07.620Z,2026-03-02T03:43:46Z,GEO,TABELA_DADO,OFICIAL,SIM,
1qeMNZTRj8itKc-6V3_T0uHcn_wDEY0iP,03 — Tabelas & Engines,LOTES_Parte_4_IA.csv,text/csv,csv,84644390,2026-06-18T19:19:15.787Z,2026-03-02T03:43:56Z,GEO,TABELA_DADO,OFICIAL,SIM,
1zQeOweWGTpizppN8owIv_p1qh4EH6jio,03 — Tabelas & Engines,LOTES_Parte_5_IA.csv,text/csv,csv,99626280,2026-06-18T19:19:27.232Z,2026-03-02T03:44:08Z,GEO,TABELA_DADO,OFICIAL,SIM,
13a9ws7XCUmU9Mz99UqRiPwDaeFmKyGxm,03 — Tabelas & Engines,MASTER_PARAMETROS_URBANISTICOS.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,201868,2026-06-18T19:18:42.101Z,2026-03-02T05:03:00Z,GEO,PLANILHA,NOSSO,SIM,
1lcNJOi7NQLPDtujP4Z4BsOol3cheqa3-,03 — Tabelas & Engines,MEGA_PLANILHA_ENRIQUECIDA_FINAL_V2.csv,text/csv,csv,2811103,2026-06-18T19:19:30.249Z,2026-03-05T14:46:29Z,OUTRO,TABELA_DADO,NOSSO,SIM,versão
1ufhOE9tnBtgAEo4Kp-f2yx5Ago5op7Pm,03 — Tabelas & Engines,MEGA_PLANILHA_SANEADA_TOMBADOS_V1.csv,text/csv,csv,2675703,2026-06-18T19:19:33.440Z,2026-03-04T19:28:19Z,TDC,TABELA_DADO,NOSSO,SIM,versão
1l1YZYLfR535wY-w53JdffwtJ1Z6rv_1A,03 — Tabelas & Engines,metadados_area_potencial_e_suspeita_de_contaminacao.csv,text/csv,csv,4197,2026-06-18T19:23:45.057Z,2026-03-08T04:17:31Z,GEO,TABELA_DADO,OFICIAL,SIM,
1GYYJCDqsFGypR5v3tkbkEt79e8kaBr12,03 — Tabelas & Engines,metadados_area_potencial_e_suspeita_de_contaminacao.ods,application/vnd.oasis.opendocument.spreadsheet,ods,6197,2026-06-18T19:23:47.345Z,2026-03-08T04:17:19Z,GEO,PLANILHA,OFICIAL,SIM,
1OxsFBlSqBAGB1nugVU1fJk485etE9yIZ,03 — Tabelas & Engines,metadados_area_potencial_e_suspeita_de_contaminacao.xls,application/vnd.ms-excel,xls,41472,2026-06-18T19:23:47.415Z,2026-03-08T04:17:12Z,GEO,PLANILHA,OFICIAL,SIM,
1lgUAWy8u-WT6eKc4T3xJbvqjQM-8NuF3,03 — Tabelas & Engines,metadados_geosampa_apas.ods,application/vnd.oasis.opendocument.spreadsheet,ods,6573,2026-06-18T19:23:47.316Z,2026-03-08T04:30:11Z,GEO,PLANILHA,OFICIAL,SIM,
1tQ88UoLKaAzorp_VPfK7ptoNwK9zmn9U,03 — Tabelas & Engines,metadadosgeoportal_area_contaminada_reabilitada_svma.csv,text/csv,csv,2967,2026-06-18T19:23:47.229Z,2026-03-08T04:31:52Z,GEO,TABELA_DADO,OFICIAL,SIM,
1jR-rSCYcv24sfizyhqU3i6nxK6mdQXhG,03 — Tabelas & Engines,Notas Nilson Grotti.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,20009,2026-06-18T16:04:29.450Z,2026-05-19T16:25:35Z,OUTRO,PLANILHA,NOSSO,SIM,
1_w_WLS1P6QXsgBLF50roxL4gZ8vZzjIM,03 — Tabelas & Engines,oo_2002-2014.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,668158,2026-06-18T19:23:47.409Z,2025-09-02T18:05:24Z,TDC,PLANILHA,OFICIAL,SIM,
1Z04ZHyuy0epwhg10SsVTAoZwG5cmiaK1,03 — Tabelas & Engines,oo_2014-2023.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,788688,2026-06-18T19:23:47.415Z,2025-09-23T11:48:20Z,TDC,PLANILHA,OFICIAL,SIM,
1IvHck6ce6VwuSHd_EWVa9RmnJW0nWF8j,03 — Tabelas & Engines,OODC_2024-2025.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,439885,2026-06-18T19:23:47.506Z,2026-02-11T19:59:44Z,TDC,PLANILHA,OFICIAL,SIM,
1fhPHv_s7RownkK3jszbBF2RCMSClW_B0,03 — Tabelas & Engines,Outorga Onerosa do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,text/csv,csv,3709,2026-06-18T19:23:47.378Z,2026-03-02T04:12:28Z,TDC,TABELA_DADO,OFICIAL,SIM,
1ifKnqSFZcNF8zdc-CHpUfj56NyY-DlZE,03 — Tabelas & Engines,OUTORGA_ONEROSA.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,1311524,2026-06-18T19:36:49.196Z,2025-09-22T11:38:26Z,TDC,PLANILHA,OFICIAL,SIM,
1as1JwV3JQK3gMyBHvOCLo_OJGOg2a3aT,03 — Tabelas & Engines,PCA_Consolidado_IA.csv,text/csv,csv,22342771,2026-06-18T19:19:38.104Z,2026-03-02T01:07:42Z,GEO,TABELA_DADO,OFICIAL,SIM,
1AI1W-yYaAn_fa476xvk5H9v3rm8uK-9f,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_10_Equipamentos (1).csv,text/csv,csv,40321,2026-06-18T19:18:42.221Z,2026-03-02T04:12:38Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,cópia numerada; versão
1lxVs_kqDfVb6cF0609SERS3wjGe-uSn0,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_10_Equipamentos.csv,text/csv,csv,40321,2026-06-18T19:18:44.424Z,2026-03-02T04:12:34Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1KPeSlCXVtWyuFr52gr0Wg4uzPqymbVaD,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_14_cadastro.csv,text/csv,csv,5422342,2026-06-18T19:19:41.032Z,2026-03-02T04:13:01Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1xnSzIAMqDeq00Y1xaeroaJOE8IMoiWPf,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_1_CA_Definicoes.csv,text/csv,csv,1841,2026-06-18T19:18:42.184Z,2026-03-02T04:13:11Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
103drHBN4-5D9gaQwdQxnjFRtQVmngmYI,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_2_CA_Eixos.csv,text/csv,csv,1541,2026-06-18T19:18:42.024Z,2026-03-02T04:13:22Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1vTorsekskSqMQmYqMWx0l_v7xoAzv3qZ,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_2A_CA_Macroareas.csv,text/csv,csv,1880,2026-06-18T19:18:42.211Z,2026-03-02T04:13:16Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1yXk-CDJMo87-WmkG8B1-mAzIIT_z8yvs,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_3_CA_ZEIS.csv,text/csv,csv,285,2026-06-18T19:18:42.136Z,2026-03-02T04:13:28Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1p0VH1fpgeL-8pmHMipjUMDXY-CTLhNyR,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_4_percentuais_ZEIS.csv,text/csv,csv,161,2026-06-18T19:18:42.041Z,2026-03-02T04:13:35Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1mzoewH1DEjCbkLKXTB0EKnzUOPfxW2DF,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_5_ Fator_interesse_social_Fs.csv,text/csv,csv,1074,2026-06-18T19:18:42.021Z,2026-03-02T04:13:40Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1oakoO1ZyCwclapUWWed8SXEJD_6v1qMk,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_6_Fator_planejamento_Fp.csv,text/csv,csv,825,2026-06-18T19:18:42.127Z,2026-03-02T04:13:44Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1jRs-Wm_-HAnoh0xnpDs5Sk5t7q0GHSRT,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_7_Parques_municipais_existentes_propostos.csv,text/csv,csv,28726,2026-06-18T19:18:42.070Z,2026-03-02T04:13:50Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
10y3GLl2SMs07TIak1rbgaax7oXZFd2nU,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_8_Residuos_solidos.csv,text/csv,csv,1934,2026-06-18T19:18:42.127Z,2026-03-02T04:13:56Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,versão
1_kVUJO-x7Wel7AHgJlgAUYf82up2iU0W,03 — Tabelas & Engines,PDE2013_SUBST2_Quadro_9_viario-estrutural.csv,text/csv,csv,77886,2026-06-18T19:18:42.108Z,2026-03-02T04:14:02Z,GEO,TABELA_DADO,OFICIAL,SIM,versão
18Kt2Rot4uXytSUL3G4USC1EFT_3ropQh,03 — Tabelas & Engines,Pedido de Reconhecimento de Complexo de Saúde por Particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,text/csv,csv,2567,2026-06-18T19:23:53.034Z,2026-03-02T04:14:23Z,OUTRO,TABELA_DADO,OFICIAL,SIM,
1R0NzBWR62l3Mw7onglejR3rwGQimXbre,03 — Tabelas & Engines,PLANILHA_ENRIQUECIDA_FINAL_ITBI_V2.csv,text/csv,csv,2968042,2026-06-18T19:19:43.953Z,2026-03-05T20:35:04Z,OUTRO,TABELA_DADO,NOSSO,SIM,versão
1QfjxeoCPpx4HiTHUfBPbqSmiFFRANkyV,03 — Tabelas & Engines,Projeto de Intervenção Urbana apresentado por particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,text/csv,csv,2664,2026-06-18T19:23:52.999Z,2026-03-02T04:14:28Z,OUTRO,TABELA_DADO,OFICIAL,SIM,
1oHLuv5J8qAmOdmiVDXGQCIDsXwQDyIzA,03 — Tabelas & Engines,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,text/csv,csv,2734,2026-06-18T19:23:47.501Z,2026-03-02T04:14:16Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,
1SQ7KIqf4FobhvtfumvJCp5NSsHv_Q0Wc,03 — Tabelas & Engines,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal.csv,text/csv,csv,30,2026-06-18T19:23:53.045Z,2026-03-02T04:14:33Z,JURIDICO,TABELA_DADO,OFICIAL,SIM,
1WVR4hUQvM-N4jcqooLk_MMO77ACM-4bX,03 — Tabelas & Engines,RUAS_Consolidado_IA.csv,text/csv,csv,63601704,2026-06-18T19:19:50.822Z,2026-03-02T01:25:54Z,GEO,TABELA_DADO,OFICIAL,SIM,
1wx5xEoCv6wImhff6gHHy0Eq70fCBFUcG,03 — Tabelas & Engines,SIMULADOR_QA_atualizado_lei_18081_24_v4.xls,application/vnd.ms-excel,xls,142848,2026-06-18T19:23:47.574Z,2026-03-04T19:47:07Z,JURIDICO,PLANILHA,NOSSO,SIM,versão
1xS2NCo3w5lFCSM3LHXaRYjTeQ6SxTdEb,03 — Tabelas & Engines,sissel_ANO_2024.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,553309,2026-06-18T19:23:50.856Z,2026-03-04T22:27:52Z,OUTRO,PLANILHA,OFICIAL,SIM,
1-GuG5lL5Z5WE9hBj2N_HACsDxYzFijxk,03 — Tabelas & Engines,sissel_ANO_2025_12.xls,application/vnd.ms-excel,xls,826368,2026-06-18T19:23:50.981Z,2026-03-04T22:27:55Z,OUTRO,PLANILHA,OFICIAL,SIM,
18EmEgbrbdi6kJN1bNM7alXhS6Z5W3og-,03 — Tabelas & Engines,sissel_ano_2026_01.xls,application/vnd.ms-excel,xls,75776,2026-06-18T19:23:50.723Z,2026-03-04T22:27:59Z,OUTRO,PLANILHA,OFICIAL,SIM,
1gftoKzFaD-NyKClBg3SH8Eo0FYncQYvt,03 — Tabelas & Engines,socios.csv,text/csv,csv,3435677749,2026-06-18T19:31:47.639Z,2020-11-03T20:10:26Z,OUTRO,TABELA_DADO,ADQUIRIDO,SIM,GIGANTE >100MB
1W064ho4UMhcwXpnbrYioAjfFtWm1ZsNH,03 — Tabelas & Engines,Transferência do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,text/csv,csv,3844,2026-06-18T19:23:53.248Z,2026-03-02T04:14:45Z,TDC,TABELA_DADO,OFICIAL,SIM,
1oOJHSaNhBbWBx5xYtJFMJAMf8mOnUB7H,03 — Tabelas & Engines,ZONEAMENTO_IA.csv,text/csv,csv,40975342,2026-06-18T19:19:56.452Z,2026-03-02T03:44:14Z,GEO,TABELA_DADO,OFICIAL,SIM,
