file_id;nome_arquivo;tema;artefato;oficialidade;versao_linhagem;destino;resumo
1y-DTBpeX6qHq4cfLbS822pRhLNYWQUMz;stf-sumula-670 (1).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-670 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
14Nq6I2YlHrQbUtmTTG2QHDKp7gdeBtvN;stf-sumula-670 (2).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-670 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1I6msIG4xWfhKgJFSG2VMp5kU2p1Ms770;stf-sumula-670.txt;IPTU;LEI;OFICIAL;STF Sumula (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-670 (enunciado/tese sobre IPTU/tributario).
1bEBJrLDRgnNcR-lGkBq23n1eF1-XNBLM;stf-sumula-724 (1).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-724 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
18DHBwgqGrAaxsj9l09x5nuqFl6gvpZwH;stf-sumula-724 (2).txt;IPTU;LEI;OFICIAL;STF Sumula (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-724 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1zJXKwtR3mTjuzR06CW78FYO9kod4i4lt;stf-sumula-724.txt;IPTU;LEI;OFICIAL;STF Sumula (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sumula-724 (enunciado/tese sobre IPTU/tributario).
1vfi39m0QNpBV7NxboRGChtHhAUM-ymVI;stf-sv-19 (1).txt;IPTU;LEI;OFICIAL;STF Sumula Vinculante (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sv-19 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
11ZDVwqRPxVk6yPLFCM0GYib1ubLW2587;stf-sv-19 (2).txt;IPTU;LEI;OFICIAL;STF Sumula Vinculante (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sv-19 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1DyRduyd8wLTGtrVdJRH_B3hW5RVxGPuv;stf-sv-19.txt;IPTU;LEI;OFICIAL;STF Sumula Vinculante (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-sv-19 (enunciado/tese sobre IPTU/tributario).
12yID6_KDzJ4N83B0pCXjOWC8KSHy7T0F;stf-tema-1020 (1).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-1020 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
185aNsrl-imv65InLqilRtVSKjm3MCJkQ;stf-tema-1020 (2).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-1020 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1CabM7_WkIMQpAOQY8vp9cctE5KCRTyOC;stf-tema-1020.txt;IPTU;LEI;OFICIAL;STF Tema RG (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-1020 (enunciado/tese sobre IPTU/tributario).
1yNTpkrckg7JjwwhSku5R-syW0bUKlCOH;stf-tema-1084 (1).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-1084 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
1bnw3318xqRO870YRmk_y9ZLTC0alyojz;stf-tema-1084 (2).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-1084 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
13y1InqQDm4sabuFFdm-X2WYKyXmM5ekE;stf-tema-1084.txt;IPTU;LEI;OFICIAL;STF Tema RG (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-1084 (enunciado/tese sobre IPTU/tributario).
1XNoWqGwVQywCT73FxPBAjZNLX8TgL2o9;stf-tema-155 (1).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-155 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
1594U0HVb7XEmvA4TIO9-qShC6kqlxayS;stf-tema-155 (2).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-155 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1kR1qbgvn8xi5gDSXcy69FTdSvNIaBUSp;stf-tema-155.txt;IPTU;LEI;OFICIAL;STF Tema RG (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-155 (enunciado/tese sobre IPTU/tributario).
1sxwpkwv9Zyjm8mVKzdTwzEoF3eBdgZgB;stf-tema-523 (1).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-523 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
1K53ehPuflJIUqPrGLRq9vdFyKk_YGJeP;stf-tema-523 (2).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-523 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1I8hJa-p6LejAxMdzcS3zwuekaX5g1VLW;stf-tema-523.txt;IPTU;LEI;OFICIAL;STF Tema RG (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-523 (enunciado/tese sobre IPTU/tributario).
1lJcApFuMJM1m8Dxhe9qc4lVdo25qcVVi;stf-tema-94 (1).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-94 (1) (enunciado/tese sobre IPTU/tributario) (duplicata).
11IbxLz-nUiol2qhZbXPbF4C-_Dwvl4Y4;stf-tema-94 (2).txt;IPTU;LEI;OFICIAL;STF Tema RG (duplicata) (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-94 (2) (enunciado/tese sobre IPTU/tributario) (duplicata).
1PbLdXi4Yg1jZIHJ0R_rtK99IxoyotI0k;stf-tema-94.txt;IPTU;LEI;OFICIAL;STF Tema RG (familia jurisprudencia STF);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de jurisprudencia STF: stf-tema-94 (enunciado/tese sobre IPTU/tributario).
1cOFKubKC3PEePzO-tAbrHB-6ccjVA8yZ;stj-resp-1112646.txt;IPTU;LEI;OFICIAL;STJ REsp (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Recurso Especial STJ (stj-resp-1112646) - acordao sobre materia tributaria/IPTU.
1bX1m_2jP0-fupWCwZUd8SCa8jYIIaSp0;stj-resp-1130545.txt;IPTU;LEI;OFICIAL;STJ REsp (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Recurso Especial STJ (stj-resp-1130545) - acordao sobre materia tributaria/IPTU.
1qhx8x8hFHsjsSVFrEtAL2IrMAcHHVYZ8;stj-resp-1202136.txt;IPTU;LEI;OFICIAL;STJ REsp (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Recurso Especial STJ (stj-resp-1202136) - acordao sobre materia tributaria/IPTU.
15oPSue6cBDY1J0aafZ3E4eSmtp6i-uQK;stj-resp-1645832.txt;IPTU;LEI;OFICIAL;STJ REsp (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Recurso Especial STJ (stj-resp-1645832) - acordao sobre materia tributaria/IPTU.
19rf0bvgRUPA-12F5qGKLxLNhdK0KKSH6;stj-resp-1658054.txt;IPTU;LEI;OFICIAL;STJ REsp (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Recurso Especial STJ (stj-resp-1658054) - acordao sobre materia tributaria/IPTU.
1DgHWFolqVY7PW_f5l8nH_fwwea__c4H8;stj-sumula-314.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-314) sobre IPTU/execucao fiscal/prescricao.
1f_MhNua3iayhYldeKkupn7jMm-lQNv6I;stj-sumula-392.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-392) sobre IPTU/execucao fiscal/prescricao.
1NTrU8aaRPqCmj66rRVb3ose6IhZCEVII;stj-sumula-393.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-393) sobre IPTU/execucao fiscal/prescricao.
1iBpmCnBJOYp_y0JxmpyYAdOzMttnX5XB;stj-sumula-397.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-397) sobre IPTU/execucao fiscal/prescricao.
1pvR82OftqEem5UUR7tzjhR_uIDXX55g1;stj-sumula-399.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-399) sobre IPTU/execucao fiscal/prescricao.
1H78eGfdDxqZWnaovVOT5Ti-iOF1ZOm6R;stj-sumula-409.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-409) sobre IPTU/execucao fiscal/prescricao.
1hsghLM4xRzDsK6TwQSAUQBGuB_bReY4J;stj-sumula-481.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-481) sobre IPTU/execucao fiscal/prescricao.
1Z0-VXpyI2N75p5AX5M29x00d29QhJgYj;stj-sumula-614.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-614) sobre IPTU/execucao fiscal/prescricao.
1ILg9qx3rhXYihnmmnbXAPaNz41SePXm2;stj-sumula-626.txt;IPTU;LEI;OFICIAL;STJ Sumula (familia jurisprudencia STJ);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Captura verbatim de Sumula STJ (stj-sumula-626) sobre IPTU/execucao fiscal/prescricao.
19J8rR3GTN55AruHAoBQt1i_6B5aE6Kvo;Sumulas_Vinculantes_19_41_52_e_Tema_1062_STF.txt;IPTU;LEI;OFICIAL;Sumulas Vinculantes STF 19/41/52 + Tema 1062;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim SV 19/41/52 STF + Tema 1062 (taxa lixo, iluminacao publica, imunidade imovel alugado, juros<=SELIC) com precedentes.
16Q5FSGl-OM09k5A_98ZcVHxoyZscZC9d;Sumulas_Vinculantes_CMT_1_a_8.txt;IPTU;LEI;OFICIAL;Sumulas Vinculantes CMT 1-8 (familia CMT);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Verbatim das Sumulas Vinculantes 1-8 do Conselho Municipal de Tributos SP (decadencia, competencia, multas).
1z49IkXUTzifn3VCGJ_k-ETVmTm9MZsdi;Sumulas_Vinculantes_CMT_nos_1_a_8.txt;IPTU;LEI;OFICIAL;Sumulas Vinculantes CMT 1-8 (familia CMT, variante);1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Variante das Sumulas Vinculantes 1-8 do CMT SP (mesmo conteudo, nome 'nos 1 a 8').
1--RLUIR6Dfi1qoSWOK3EJI0p7p1mKcwe;test-download.txt;GERAL;META/PROCESSO;CRIADO-POR-NOS;Arquivo de teste;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;"Arquivo de teste ('test content'); descartavel mas preservado."
1TTtd8pr_t4jFIkW8BLzTXX1-UTmIR-X9;Todas as 7 páginas renderizaram normalmente.txt;IPTU;META/PROCESSO;CRIADO-POR-NOS;Log de extracao (7 paginas STJ);1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Log/verbatim de capturas STJ (temas 174,262,399,566,1113) com teses firmadas embutidas.
1B9YUKwtDjLtYVMBBSstnsiJaiOe6zQ45;Todos os __12 arquivos__ foram baixados com sucesso.txt;CORRELATO;META/PROCESSO;CRIADO-POR-NOS;Log de extracao (12 leis federais);1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Log: resumo de download de 12 leis federais (4591/64, 6015/73, 6830/80, 8009/90, 9514/97, 10931/04, 11101/05, ECs).
