file_id;nome_arquivo;tema;artefato;oficialidade;identificacao;vigencia;leitura;destino;resumo
1BRzsMMmvtJ1jsgVOB7SOjytzUuQ3oYfp;13-24 - APT do Terreiro de Candomblé Ilé Dara Asé Òsun Eyin - Mapa.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 13/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Mapa anexo APT Terreiro de Candomble Ile Dara Ase
1_DbYkMpzutfS2FJkCO_zpGZx78iT5kcg;13-24 - APT do Terreiro de Candomblé Ilé Dara Asé Òsun Eyin - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 13/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Abertura tombamento Terreiro Candomble Ile Dara Ase Sapopemba
15Bbzyv5N8ANQKigmDBgBiPSyHF6ujf60;13-25 - Complemento ao Arquivamento Parcial da Mancha D da Res. 11-23 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 13/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento parcial mancha D Pascoal Del Gaizo Res 11-23
1hSyk7E3PXs8IoBFb8bmahp82heJYpo0N;14-23 - APT Solar Fábio Prado - MAPA.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 14/23;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Mapa anexo APT Solar Fabio Prado
1rLWsrXjAZMOH9-uDl_ZLFo4HzN8R-i8g;14-23 -APT Solar Fábio Prado.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 14/23;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Abertura tombamento Solar Fabio Prado Pinheiros
1QELAvw0izJxVmm3Tlno9tCvgFOTTntIN;14-24 - Arquivamento da Mancha N - Sílvio Sacramento e Arruda Alvim da Res.11-23 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 14/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento mancha N Silvio Sacramento Arruda Alvim
1-cKO3TU6wfpS02m0E0KmLRr0hPYqEj7C;14-25 - APT do Mirante de Santana e da Praça Vaz Guaçu - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 14/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Abertura tombamento Mirante de Santana e Praca Vaz Guacu
1qiZZSTHJ6d7OOCtMAa_JM7gLFgUe78IO;15-23 - Tombamento Ex-Officio do Conjunto Visconde de Porto Seguro - MAPA - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 15/23;VIGENTE;ILEGIVEL;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Mapa anexo so legenda lotes tombados area envoltoria
1npexDcDl0kY8sj4Q6zF_GdR7-CRly_rq;15-23 - Tombamento Ex-Officio do Conjunto Visconde de Porto Seguro.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 15/23;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento ex-officio Conjunto Antigo Colegio Visconde Porto Seguro
1or7cP5OtZBQTgURGHdUJPvsmtPy9NiTC;15-24 - Arquivamento dos Itens 33 e 34 da Res. 23-16 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 15/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento itens 33 e 34 da Res 23-16 Higienopolis
1MZobdQTHRn1dKOJIxfDhaLdo_ACbomUp;15-25 - APT do Campo dos Engenheiros - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 15/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Abertura tombamento Campo dos Engenheiros Pirituba
1XX8BLzd2O7PwtQw4THQPkW2yPXXoXjVz;16-24 - Registro das práticas da Banda de Clarins e do Carrossel da Polícia Militar - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 16/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Registro patrimonio imaterial Banda de Clarins e Carrossel Militar
1AOcY_5XX6wD5J8UZK0ljk3EvPW_cZ6gQ;16-25 - Complementação da Resolução nº 54-CONPRESP-2018 - Página.pdf;TDC;LEI;OFICIAL;CONPRESP Res 16/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Documentos exigidos para Transferencia do Direito de Construir Dec 57536-2016
1S6hQ918X13XJ2ojcHM7RmveCJGiCjJCh;17-24 - Arquivamento das Manchas E e F da Res.11-23 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 17/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento manchas E e F Capitao Prudente Mourato Coelho
1XQxULwDXIJ_Qmf5iByGodAZKByZ4sArI;17-25 - Tombamento do Templo Espiritualista de Umbanda São Benedito - Anexo Planta Esquemática - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 17/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo planta esquematica Templo Umbanda Sao Benedito
1T_-1yr0iaDZ6nGwb5wdH5yOhyWiAnFp7;17-25 - Tombamento do Templo Espiritualista de Umbanda São Benedito - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 17/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Templo Espiritualista de Umbanda Sao Benedito Pinheiros
12lspu2zPVyrCdmIePUX_b4hEEbPoJ9vu;18-24 - Arquivamento da Mancha M e ID 27 a 41 da Res.11-23 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 18/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento mancha M Teodoro Sampaio e bens individuais Res 11-23
1phTX_GrgTKcO7i90bqpBLG3IZraRE3Tn;19-24 - Arquivamento das Manchas A e B e ID 9 a 11 da Res.11-23 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 19/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento manchas A e B Irmao Lucas Francisco Iasi Res 11-23
16MqsmItsvYOKy5mAUE_zmtl8G2-NLaY2;19-25 - Revisão da Resolução 05-2020 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 19/25;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Altera Res 05-2020 sobre Estadio Conde Rodolfo Crespi Juventus
1_iYp9NPgXaeOaf9ovb3vMfexTvqMohqw;20-24 - Arquivamento Parcial da Mancha D e ID 18 a 20 da Res.11-23 - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 20/24;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Arquivamento parcial mancha D Pascoal Del Gaizo bens individuais Res 11-23
1sAr3lqpTPQizUpissxz9iDFIpxAtk2Dz;2014-07-31 - LEI 16050 - PLANO DIRETOR ESTRATÉGICO.pdf;CORRELATO;LEI;OFICIAL;Lei 16.050/2014;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Plano Diretor Estrategico do Municipio de Sao Paulo
1Y6gUIlu-igGfHg5SSF5godPWX3quiNHi;2017_36_Sao-Paulo_RAE-Residencias-da-Familia-Ramos-de-Azevedo_1753284677017.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-32/2017;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Diario Oficial estadual resolucoes tombamento CONDEPHAAT
1PdQwejB_21xcMqQXLsIkZfzOEuOUljOF;2017_61_Sao-Paulo_Praca-da-Se-e-Catedral-Metropolitana_1753284675356.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-60/2017;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Estacao Ferroviaria Pindamonhangaba CONDEPHAAT
1I9rdpMfs1WVS481rTTQdhX4H6ljTGHRo;2017_62_Sao-Paulo_Colegio-Dante-Alighieri-–-Edificios-Leonardo-Da-Vinci-e-Colmeia-incluindo-patio_1753284675510.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-62/2017;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento edificios Colegio Dante Alighieri CONDEPHAAT
180wOKhNsh3VRZJmf8NVHcUBupDPdYCEB;2018_102_Sao-Paulo_Moinho-Matarazzo_1753238762358.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC 2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Diario Oficial estadual tombamento Moinho Matarazzo CONDEPHAAT
1W4w6BTM4KrjaICjFBedBoGms85T044_S;2018_103_Sao-Paulo_Parque-Estadual-Fontes-do-Ipiranga_1753238783798.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-103/2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Parque Estadual Fontes do Ipiranga CONDEPHAAT
1gtexvyF0vg57O4ZveHJg-KmYWJh2izlL;2018_105_Sao-Paulo_Hospital-Psiquiatrico-Philippe-Pinel_1753238856743.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-105/2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Diario Oficial estadual tombamento Sanatorio Philippe Pinel CONDEPHAAT
1ifzSPK-H48cyTFCs2_J9RMUvD9gIqJS7;2018_129_Sao-Paulo_Vila-dos-Ingleses_1753239240017.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC 2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Estacao Ferroviaria Aguas da Prata CONDEPHAAT
13w2XTIXF-amaud_RtBfdeAv3fc5xD97x;2018_131_Diversos_Retificacao_1753239292359.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-130/2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Forum e Cadeia de Mogi Mirim CONDEPHAAT
1MT0Dg5a-VKTcLesn-EyBqPLgj8Wpls27;2018_24_Sao-Paulo_Casa-a-Rua-Ceara_1753238584741.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC 2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Diario Oficial estadual tombamento Tecelagem Seda Italo-Brasileira CONDEPHAAT
16IXaCcbh2Ex5kRg3FV6Bfb-8SoHelTRU;2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC 2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Diario Oficial estadual tombamento Tecelagem Seda Italo-Brasileira CONDEPHAAT
1VmFNTIlKb8s3ZpS4KbjDhTiG2VLRTk4M;2019_31_Sao-Paulo_Equipamentos-de-Saude-no-Bairro-Cerqueira-Cesar_1753237602814.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-37/2019;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Registro patrimonio imaterial Santuario Nacional da Umbanda CONDEPHAAT
1NphTqP2q0NGxokvWQsW19L85j860wBx2;2019_35_Sao-Paulo_Terreiro-Santa-Barbara_1753237911022.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-33/2019;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Centro Cultural Ile Ola Omi Ase terreiros CONDEPHAAT
1L44KrS5xuQtLS_6GbSNhN8NuY9KuZU8q;2019_47_Sao-Paulo_Casa-Guilherme-de-Almeida_1753238121058.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-47/2019;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Casa Guilherme de Almeida CONDEPHAAT
19sbDcnTPqwzIky8FipXy61MVZK_f5qfp;2019_49_Sao-Paulo_-Conjunto-de-bens-imoveis-no-bairro-de-Higienopolis_1753238164725.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-49/2019;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento conjunto de bens imoveis bairro Higienopolis CONDEPHAAT
1mqyX_tuiTfzdaT7t_gjG7aDlzKPxIIjz;2020_dis_mpfreire.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;Dissertacao UFC 2020 Mauro Porto Freire;DATADO(2020);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Dissertacao mestrado depreciacao na base de calculo do IPTU Fortaleza
1vhs71GY8VBMECSjicgMKJjy4TMIfVXC-;2021_18_Sao-Paulo_Igreja-da-Ordem-Terceira-de-Nossa-Senhora-do-Carmo_1753237189376.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-18/2021;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Igreja Ordem Terceira N Sra do Carmo CONDEPHAAT
1xzCMrcJDFHBdqa-q811T91lJXGIrPSYx;2021_37_Sao-Paulo_Bairros-dos-Jardins_1753237339808.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res 02/1986;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento bairros dos Jardins traçado e vegetacao CONDEPHAAT
1wnEAf548xVcPr_nQKmAT057TiQzo87NE;2022_07_Campinas_Conjunto-da-Estacao-Ferroviaria-Guanabara_1753232568474.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC 2022;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tombamento Conjunto Estacao Ferroviaria Guanabara Campinas CONDEPHAAT
125FZ_kbK_06-s-RQilfk6xWsOsSx-3qA;2022_11_Sao-Paulo_RAE_Largo-da-Memoria_1753232569595.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SC-11/2022;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Definicao area envoltoria do Largo da Memoria CONDEPHAAT
1h6UgLOtmaV7zJZ4dEQvyYXXsZhCKujO6;2022_49_Sao-Paulo_RAE-Casa-Mario-de-Andrade_1753232569470.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SC 49/2022;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria tombamento patrimonio
10YmwE3GPCe1za5pm-FMoJwCNCOZ_f0GM;2022_51_Arapei_Fazenda-Rialto_1753232569256.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SC 51/2022;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT tombamento Fazenda Rialto area envoltoria
1RfrfI0GNr0tMoYXyHvZmS5Tr3-TUECxt;2022_52_Sao-Paulo_RAE-Escola-de-Primeiras-Letras_1753232569115.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SC 52/2022;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Escola Primeiras Letras
15XZ65yfgtIdiQB4ToSw37h40ofkkxn_F;2022_59_Sao-Paulo_-RAE-Memorial-da-America-Latina-transcricao_1753232839715.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SC 59/2022;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Memorial America Latina
1_NbWz_JixDrx5UDFeBqsvf1jjIU3rCLS;20240000801524.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1007605-58.2023.8.26.0362;DATADO(2024);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP IPTU aliquota lotes nao murados Mogi Guacu
1U6NBRhg8tAehd_OunFQndamfyKun1gYE;2024_01_15 - Livreto Cartilha de Calçadas 2024 - Vrs NOVA NORMA - V12-1-24_compressed(1).pdf;GERAL;META;OFICIAL;Cartilha Calcadas SP 2024;DATADO(2024);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Cartilha tecnica de calcadas acessibilidade Prefeitura SP
1puOg1pGx-huZXYEEyhtdtV4b8GLFVyd8;2024_10_Sao-Paulo_RAE-Igreja-de-Sao-Goncalo_definida_1753230558796.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 10/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Igreja Sao Goncalo
1FxFAftg9JeT2Ep2B4jKCt_iA0VB7_ZbS;2024_36_Sao-Paulo_RAE-Matadouro-da-Vila-Mariana_1753230559005.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 36/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Matadouro Vila Mariana
16XogPXPkqzh8GqSilgpti2SH6v3sGTQe;2024_37_Sao-Jose-dos-Campos_RAE-Sanatorio-Vicentina-Aranha_1753230558904.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 37/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Sanatorio Vicentina Aranha
1Vwdtm0g1r3yahagPc0rnG3sEEneXjnxF;20250000963993.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1511234-86.2024.8.26.0090;DATADO(2025);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP IPTU lancamento retroativo unificacao imovel
1uaEp9dO9muYx2JgziRZwFv5D_lV4blbx;2025_03_Sao-Paulo_RAE-Casa-do-Sitio-do-Tatuape_1753229566669.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 3/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Casa Sitio Tatuape
1v3oRxRtHztM-6hQ7WwJfg9TUVZfwY8R0;2025_05_Sao-Paulo_RAE-Sede-do-Sitio-Ressaca_1753229566431.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 5/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT tombamento area envoltoria Sitio Ressaca
1gZRZPIlaFj6duS-vcOl4BTNZ6MIXY6ND;2025_06_Sao-Paulo_RAE-Igreja-Nossa-Senhora-da-Boa-Morte_1753229566247.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 6/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Igreja N S Boa Morte
1QGyZJmX0YPT06z4HO71CqNfTr-bKl5N8;2025_07_Itu_RAE-Pedreira-de-Varvitos_1753229567444.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 7/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Pedreira de Varvitos Itu
1QIF6et2lKR4wfjUU2-EM8UqNTwoy6NcT;2025_08_Sao-Sebastiao_RAE-Casa-da-Esperanca_1753229567334.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 8/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT Casa Esperanca isenta de area envoltoria
1UOdqOhJkK1YtFzHNP7QXM-xpE3MV73hF;2025_19_Sao-Paulo_RAE-Casa-de-Vidro-do-Morumbi_1753229567245.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 19/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Casa de Vidro Morumbi
1mSNLDNo2LHh7mYa_bEQ6SMIf4pbgCABI;2025_20_Sao-Sebastiao_RAE-Centro-Historico_1753229567107.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 20/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT revisao tombamento Centro Historico Sao Sebastiao
16iWflW1Hkb-2qA1de9hOyRuxIYKab4ds;2025_31_Sao-Paulo_RAE-Castelinho-da-Brigadeiro_1753229566887.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 31/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Castelinho da Brigadeiro
1rGez7luvkFfI15EiFEiAWPNwGBZ0ic9N;2025_4_Sao-Paulo_RAE-Estadio-Paulo-Machado-de-Carvalho_1753229566534.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 4/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Estadio Pacaembu
13W2ltVw67AVchj8vL-rx3p5r4MrT-Eh7;2025_80_Mogi das Cruzes_RAE Igreja Ordem Primeira e Terceira de Nossa Senhora do Carmo_1765548385222.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 80/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area tombada Igrejas do Carmo Mogi das Cruzes
1tDU_4kttvDzyKBbckeTLy77DedfzfF00;2025_81_Sao Paulo_RAE_Sitio Itaim_1765548385444.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 81/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area tombada e envoltoria Sitio Itaim
1TzvZAuqdENjrbfONpPbKmejcBI4o4Jds;2025_82_Sao Paulo_RAE_Sitio Capao_1765548385626.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 82/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area tombada e envoltoria Sitio Capao
1iv3Pix9wMqZ_JmKqNQtBuz7JbC_ceN10;2025_83_Sao Paulo_RAE_Residencia Marieta Teixeira de Carvalho_1765548385729.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 83/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Residencia Marieta Teixeira
1bXKBFus5JaNGfvcpV8nX_wrh6mIkhNJV;2025_84_Sao Paulo_RAE_Residencia Elias Pacheco Chaves_1765548385965.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 84/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Residencia Elias Pacheco Chaves
1DLPBJMQI1akWee1PBgK8O05P5NH2Ce0M;2025_85_Sao Paulo_RAE_Edificio do Antigo Banco de Sao Paulo_1765548386216.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 85/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Edificio Antigo Banco de Sao Paulo
13hk3KnCk2TD-RMntcND5insH6xUjpNsJ;2025_87_Araras_RAE_Antigo Forum de Araras_1766061596076.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 87/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Antigo Forum de Araras
1abnOh2zBGCtjvGcO_wYvbfe0oMY5699I;2025_88_Sao Paulo_RAE Edificio Esther e Antigo Instituto de Educacao Caetano de Campos_1765548386380.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 88/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Edificio Esther e Caetano de Campos
1slr_iBJKG_jzajEYmFnnd0yBzbva2EIw;2025_89_Sao Paulo_RAE_Casas de Aluguel da Rua Bento Freitas_1765548386536.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 89/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Casas de Aluguel Bento Freitas
1RQOseOfql-i0vBcGomILCfFuKGhWjjVo;2025_90_Sao Paulo_RAE Teatro Municipal e Edificio Alexandre Mackenzie_1765549460513.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 90/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Theatro Municipal e Ed Mackenzie
10I2qbCeZuiSL9paIxieTlUN15WTCi9Ob;2025_91_Sao Paulo_RAE Igreja Santo Antonio_1765549460684.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 91/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Igreja de Santo Antonio
1OXdlppbNi46qHwJ1SVnRjgJ2eUDhpsCS;2025_92_Sao Paulo_RAE_Escola de Primeiras Letras_1765548386667.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res Compl SCEIC 92/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONDEPHAAT area envoltoria Escola de Primeiras Letras
1HMXd0Z38PBsivSeC1Rd814OFV9aGZbNx;2025_93_Imaterial_Culturas Circenses_1766063267282.pdf;CORRELATO;LEI;OFICIAL;CONDEPHAAT Res SCEIC 93/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao registro patrimonio imaterial Culturas Circenses
1rZeHvz8kRyk7lNvg331xvLADf6UrNuPc;20260000280408.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 2390222-33.2025.8.26.0000;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP AI execucao fiscal IPTU prescricao Selic EC 113
