file_id;nome_arquivo;tema;entrega;n_colunas;tem_SQL;tem_ENDERECO;tem_CEP;tem_MATRICULA;tem_CPF;tem_CNPJ;tem_NOME;tem_ITBI;tem_VALORVENAL;tem_ANO;oficialidade;destino
1yr68Vt4S4kL-GSMt0XkalXVz4iatlU8D;extrato_ad_2020-2023.csv;extrato Aprova Digital 2020-2023;Processos de licenciamento SMUL com SQL e endereco;25;sim;sim;nao;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
16sezCSclG_4QYrkB8UuGHLxuzVvgIju3;extrato_ad_2024_1.csv;extrato Aprova Digital 2024 parte1;Processos de licenciamento SMUL com SQL e endereco;25;sim;sim;nao;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
11TUe5fGYJ5JxeGbDyArqNql9F9Z3wahM;extrato_ad_2024_2.csv;extrato Aprova Digital 2024 parte2;Processos de licenciamento SMUL com sql_incra e areas;23;sim;nao;nao;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1rN_fsOefqdvDU8icHG-ptHGMemzX72NA;fila_tdc_5porcento_fundurb_dez_2025-pdf.csv;fila TDC 5porcento FUNDURB dez2025;Tabela TDC/FUNDURB extraida de PDF cabecalho irregular valores e processos;4;nao;nao;nao;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
14FmpnvQGUUdg8DWhAW58pLDUxaZIdGLw;geoportal_area_contaminada_reabilitada_svma.xlsx;areas contaminadas reabilitadas SVMA;Cadastro SVMA areas contaminadas com endereco CEP e contaminantes;17;nao;sim;sim;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1fJflpi0oVmGAEvQjD9eebUwJcrOAFy2H;GUIAS DE ITBI PAGAS (1).xlsx;guias ITBI pagas (recente);ITBI pagas com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1IvF7JkpiUWwGMZKaYPM9876ASF_YgjMt;GUIAS DE ITBI PAGAS (28012026) XLS.xlsx;guias ITBI pagas (28/01/2026);Arquivo grande 46MB ITBI com SQL endereco CEP matricula valores;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1ZESc3arRBppUx9HNMdsYDQh8Urnupsrh;GUIAS-DE-ITBI-PAGAS-2023.xlsx;guias ITBI pagas 2023;Arquivo grande 35MB ITBI com SQL endereco CEP matricula valores;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1DEzDLix11FtG_1lhKY1qhnXJAu23Nny_;GUIAS-DE-ITBI-PAGAS-2024.xlsx;guias ITBI pagas 2024;Arquivo grande 32MB ITBI com SQL endereco CEP matricula valores;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1dd1x5JxHS-JAc4Grsuucn1ly-X1NT9KD;GUIAS_DE_ITBI_PAGAS_(2019).xlsx;guias ITBI pagas 2019;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1exBLt0dNS6uP604XnXUWGL9Qwtj8idu3;GUIAS_DE_ITBI_PAGAS_(2020).xlsx;guias ITBI pagas 2020;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1sxMxJ2EKIll7-vpGJTv6TLptDSJDOg1d;GUIAS_DE_ITBI_PAGAS_(2021).xlsx;guias ITBI pagas 2021;Arquivo grande 34MB ITBI com SQL endereco CEP matricula valores;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1uQw1WO9Bu5B_wnFDpC-K3gVzKKkCX0AY;GUIAS_DE_ITBI_PAGAS_12-2022.xlsx;guias ITBI pagas 2022;Arquivo grande 32MB ITBI com SQL endereco CEP matricula valores;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1AeNFgVhXDZ66DyBMu2FPvu71o0x2PWnv;guias_de_itbi_pagas_2006.xlsx;guias ITBI pagas 2006;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1NIC90aYDZeYg1KqPusbQP03mjJAIT4eL;guias_de_itbi_pagas_2007.xlsx;guias ITBI pagas 2007;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1CZegdbWD_8wtvoufFXre6rHJa30IiGty;guias_de_itbi_pagas_2008.xlsx;guias ITBI pagas 2008;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1nWmPE4ivH1Vj3DX4chGAPIb10vXKtAY5;guias_de_itbi_pagas_2009.xlsx;guias ITBI pagas 2009;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
19wCVbWHXVs9AGF3aVo7ClNm4EHeS4hTC;guias_de_itbi_pagas_2010.xlsx;guias ITBI pagas 2010;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1cnv7OdGP2iqu7O_0qtVYWRY_4UWQ8M0d;guias_de_itbi_pagas_2011.xlsx;guias ITBI pagas 2011;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1lIqmcYJ8umsJNUtMx4SwVBqTsUFSXkz9;guias_de_itbi_pagas_2012.xlsx;guias ITBI pagas 2012;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1SfnE6j9ldJJPS7aANddL44xpNmVqLZZZ;guias_de_itbi_pagas_2013.xlsx;guias ITBI pagas 2013;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
12EWDLKUquA9lLjfmCIQkTI2eyE0JMMF4;guias_de_itbi_pagas_2014.xlsx;guias ITBI pagas 2014;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1gD4UQqbNqEZVsRhiyoqrkyEtvY2-Z58R;guias_de_itbi_pagas_2015.xlsx;guias ITBI pagas 2015;ITBI com SQL endereco CEP matricula valores venais;28;sim;sim;sim;sim;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1Ce1vTcxVUhOqawurxoVXNNu5FbmIB8Kt;guias_de_itbi_pagas_2016.xlsx;guias ITBI pagas 2016;Guias ITBI com SQL endereco CEP valor venal matricula;27;sim;sim;sim;sim;nao;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1DrWLPXozufPLGonW-bZYMFaBfcX-lF9f;guias_de_itbi_pagas_2017.xlsx;guias ITBI pagas 2017;Guias ITBI com SQL endereco CEP valor venal matricula;27;sim;sim;sim;sim;nao;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1G_qUEJysBqHtPGP7A1xTI9RiZgu7QDSw;guias_de_itbi_pagas_2018.xlsx;guias ITBI pagas 2018;Guias ITBI com SQL endereco CEP valor venal matricula;27;sim;sim;sim;sim;nao;nao;nao;sim;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1BrBRzC3G4atGZ8JqRZhGp4OnvBZTjOgr;holdings.csv;Holdings societario;Snippet vazio CSV 60MB arquivo grande, infiro holdings societarias;?;nao;nao;nao;nao;nao;sim;sim;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1kuSyb8jyoWHgQ7XvzeXE1DfLNfamad_H;INSTRUCAO NORMATIVA SMUL N1 2024.csv;Instrucao Normativa SMUL formulario;Template cronograma fisico financeiro NF sem dados tabulares;6;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1AV8v4esuCxGulgxvGskzo595vycDa3U-;iptu-2020-cep01.csv;IPTU 2020 recorte CEP01;Recorte da base IPTU 2020 por CEP 01 (153MB, snippet vazio, arquivo grande);?;sim;sim;sim;nao;nao;nao;nao;nao;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1HPvwPOkjRwlC4dfgEYpYkfyDJ5l94tNM;IPTU_2026.csv;IPTU 2026 base completa;BASE IPTU 2026 (~1M linhas, 937MB) NUMERO DO CONTRIBUINTE/SQL endereco CEP valor venal exercicio;60;sim;sim;sim;nao;nao;nao;nao;nao;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1-xmmkyCCf8NwHE3So3Yj3kKVT8yFuH1t;LEI 13.430 2002 - SMUL.csv;Lei 13430 2002 PDE texto;Scrape pagina lei PDE sem tabela;1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1Nn8n_n9BxNeLT5_Q9qxv5MMvYa7YtThy;LEI 13.430 2002 - SMUL 12.csv;Lei 13430 2002 PDE texto pag2;Scrape pagina lei PDE duplicata sem tabela;1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1en2WC2A-Wd21NNDhZ8ThheAyHmODIOl-;lista_certidao_ZEPEC-BIR_agosto-2025.xlsx;Certidoes TDC ZEPEC-BIR;Certidoes transferencia potencial construtivo cedente receptor SQ lote;18;sim;sim;nao;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
17j94xkgVk4eberaRpRLK2j_ekz480Lny;lista_declaracoes_ZEPEC-BIR_agosto-2025.xlsx;Declaracoes TDC ZEPEC-BIR;Declaracoes potencial construtivo SQ lote endereco;10;sim;sim;nao;nao;nao;nao;nao;nao;nao;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1EyzQ9O6HTbiUSBgotHYBun_haesZHGC_;LOTES_Parte_1_IA.csv;Lotes geo IA parte1;Snippet vazio CSV 89MB arquivo grande lotes enriquecidos com SQL;?;sim;sim;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1Ze3bOM75N2FmgNYya9kntyL4boRQRCYF;LOTES_Parte_2_IA.csv;Lotes geo IA parte2;Snippet vazio CSV 90MB arquivo grande lotes enriquecidos com SQL;?;sim;sim;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1nWjbPVvpWuis9t576Cw_pSTQurmU0swV;LOTES_Parte_3_IA.csv;Lotes geo IA parte3;Snippet vazio CSV 99MB arquivo grande lotes enriquecidos com SQL;?;sim;sim;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1qeMNZTRj8itKc-6V3_T0uHcn_wDEY0iP;LOTES_Parte_4_IA.csv;Lotes geo IA parte4;Snippet vazio CSV 84MB arquivo grande lotes enriquecidos com SQL;?;sim;sim;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1zQeOweWGTpizppN8owIv_p1qh4EH6jio;LOTES_Parte_5_IA.csv;Lotes geo IA parte5;Snippet vazio CSV 99MB arquivo grande lotes enriquecidos com SQL;?;sim;sim;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
13a9ws7XCUmU9Mz99UqRiPwDaeFmKyGxm;MASTER_PARAMETROS_URBANISTICOS.xlsx;Dicionario parametros urbanisticos;Glossario conceito-definicao parametros urbanisticos;2;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;derivado;dicionario
1lcNJOi7NQLPDtujP4Z4BsOol3cheqa3-;MEGA_PLANILHA_ENRIQUECIDA_FINAL_V2.csv;Tombados enriquecido IPTU ZEPEC socios;Mega planilha bens tombados cruzada IPTU ZEPEC OODC proprietario CNPJ socios;70;sim;sim;sim;nao;nao;sim;sim;nao;nao;sim;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1ufhOE9tnBtgAEo4Kp-f2yx5Ago5op7Pm;MEGA_PLANILHA_SANEADA_TOMBADOS_V1.csv;Tombados saneada IPTU ZEPEC;Mega planilha bens tombados cruzada IPTU ZEPEC envoltoria;47;sim;sim;sim;nao;nao;nao;nao;nao;nao;sim;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1l1YZYLfR535wY-w53JdffwtJ1Z6rv_1A;metadados_area_potencial_e_suspeita_de_contaminacao.csv;Metadados area contaminada;Ficha metadados SIGAC areas contaminadas SVMA;2;nao;nao;nao;nao;nao;nao;nao;nao;nao;sim;oficial;dicionario
1GYYJCDqsFGypR5v3tkbkEt79e8kaBr12;metadados_area_potencial_e_suspeita_de_contaminacao.ods;Metadados area contaminada;Ficha metadados SIGAC areas contaminadas SVMA;2;nao;nao;nao;nao;nao;nao;nao;nao;nao;sim;oficial;dicionario
1OxsFBlSqBAGB1nugVU1fJk485etE9yIZ;metadados_area_potencial_e_suspeita_de_contaminacao.xls;Metadados area contaminada;xls legado sem snippet, ficha metadados SIGAC SVMA;?;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;dicionario
1lgUAWy8u-WT6eKc4T3xJbvqjQM-8NuF3;metadados_geosampa_apas.ods;Metadados GeoSampa APA;Ficha metadados Areas Protecao Ambiental GeoSampa;2;nao;nao;nao;nao;nao;nao;nao;nao;nao;sim;oficial;dicionario
1tQ88UoLKaAzorp_VPfK7ptoNwK9zmn9U;metadadosgeoportal_area_contaminada_reabilitada_svma.csv;Metadados areas contaminadas reabilitadas;Ficha metadados areas contaminadas e reabilitadas SVMA;2;nao;sim;sim;nao;nao;nao;nao;nao;nao;sim;oficial;dicionario
1jR-rSCYcv24sfizyhqU3i6nxK6mdQXhG;Notas Nilson Grotti.xlsx;Notas fiscais impostos Nilson;Controle interno NF impostos ISS PIS COFINS IRPJ mensal;29;nao;nao;nao;nao;nao;nao;nao;nao;nao;sim;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1_w_WLS1P6QXsgBLF50roxL4gZ8vZzjIM;oo_2002-2014.xlsx;Outorga Onerosa 2002-2014;OODC processos SQL endereco valor venal contrapartida alvara;27;sim;sim;nao;nao;nao;nao;nao;nao;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1Z04ZHyuy0epwhg10SsVTAoZwG5cmiaK1;oo_2014-2023.xlsx;Outorga Onerosa 2014-2023;OODC processos SQ lote endereco contrapartida alvara;20;sim;sim;nao;nao;nao;nao;nao;nao;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1IvHck6ce6VwuSHd_EWVa9RmnJW0nWF8j;OODC_2024-2025.xlsx;Outorga Onerosa 2024-2025;OODC detalhada SQ lote endereco proprietario contrapartida coordenadas;80;sim;sim;nao;nao;nao;nao;sim;nao;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1fhPHv_s7RownkK3jszbBF2RCMSClW_B0;Outorga Onerosa do Direito de Construir - SMUL.csv;Servico SMUL OODC;Scrape pagina SMUL sobre OODC sem tabela;1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1ifKnqSFZcNF8zdc-CHpUfj56NyY-DlZE;OUTORGA_ONEROSA.xlsx;Outorga Onerosa consolidada geo;OODC consolidado com SQL endereco valor venal contrapartida coordenadas distrito;40;sim;sim;nao;nao;nao;nao;nao;nao;sim;sim;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1as1JwV3JQK3gMyBHvOCLo_OJGOg2a3aT;PCA_Consolidado_IA.csv;Pracas canteiros geometria;PCA praca-canteiro com area e poligono WKT 22MB arquivo grande;3;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1AI1W-yYaAn_fa476xvk5H9v3rm8uK-9f;PDE2013_SUBST2_Quadro_10_Equipamentos (1).csv;PDE Quadro10 equipamentos;Equipamentos urbanos sociais por subprefeitura duplicata;4;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1lxVs_kqDfVb6cF0609SERS3wjGe-uSn0;PDE2013_SUBST2_Quadro_10_Equipamentos.csv;PDE Quadro10 equipamentos;Equipamentos urbanos sociais por subprefeitura;4;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1KPeSlCXVtWyuFr52gr0Wg4uzPqymbVaD;PDE2013_SUBST2_Quadro_14_cadastro.csv;PDE Quadro14 valor m2 cadastro;Valor m2 terreno por Setor Quadra SQ Codlog (5.4MB);5;sim;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1xnSzIAMqDeq00Y1xaeroaJOE8IMoiWPf;PDE2013_SUBST2_Quadro_1_CA_Definicoes.csv;PDE definicoes/conceitos;Definicoes do Plano Diretor Estrategico (Lei 16.050/2014);1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
103drHBN4-5D9gaQwdQxnjFRtQVmngmYI;PDE2013_SUBST2_Quadro_2_CA_Eixos.csv;PDE coef aproveitamento Eixos;Parametros de aproveitamento construtivo nos Eixos;15;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1vTorsekskSqMQmYqMWx0l_v7xoAzv3qZ;PDE2013_SUBST2_Quadro_2A_CA_Macroareas.csv;PDE coef aproveitamento Macroareas;Aproveitamento construtivo por Macroarea;9;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1yXk-CDJMo87-WmkG8B1-mAzIIT_z8yvs;PDE2013_SUBST2_Quadro_3_CA_ZEIS.csv;PDE coef aproveitamento ZEIS;Coeficientes de aproveitamento em ZEIS;4;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1p0VH1fpgeL-8pmHMipjUMDXY-CTLhNyR;PDE2013_SUBST2_Quadro_4_percentuais_ZEIS.csv;PDE percentuais HIS/HMP ZEIS;Percentuais HIS/HMP por tipo de ZEIS;5;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1mzoewH1DEjCbkLKXTB0EKnzUOPfxW2DF;PDE2013_SUBST2_Quadro_5_ Fator_interesse_social_Fs.csv;PDE Fator interesse social Fs;Valores do Fator de interesse social Fs por uso;3;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1oakoO1ZyCwclapUWWed8SXEJD_6v1qMk;PDE2013_SUBST2_Quadro_6_Fator_planejamento_Fp.csv;PDE Fator planejamento Fp;Valores do Fator de planejamento Fp por macroarea;5;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1jRs-Wm_-HAnoh0xnpDs5Sk5t7q0GHSRT;PDE2013_SUBST2_Quadro_7_Parques_municipais_existentes_propostos.csv;Parques municipais SP;Lista de parques municipais existentes e propostos;7;nao;sim;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
10y3GLl2SMs07TIak1rbgaax7oXZFd2nU;PDE2013_SUBST2_Quadro_8_Residuos_solidos.csv;Residuos solidos PDE;Acoes do sistema de gestao de residuos solidos;11;nao;nao;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1_kVUJO-x7Wel7AHgJlgAUYf82up2iU0W;PDE2013_SUBST2_Quadro_9_viario-estrutural.csv;Viario estrutural SP;Lista de vias estruturais (codigo log e trechos);5;nao;sim;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
18Kt2Rot4uXytSUL3G4USC1EFT_3ropQh;Pedido de Reconhecimento de Complexo de Saude por Particular - SMUL.csv;Servico SMUL saude;Texto institucional SMUL sobre reconhecimento de complexo de saude (sem tabela);1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1R0NzBWR62l3Mw7onglejR3rwGQimXbre;PLANILHA_ENRIQUECIDA_FINAL_ITBI_V2.csv;Bens tombados enriquecidos ITBI/IPTU/socios;Base consolidada bens protegidos cruzada com IPTU ITBI matricula SISSEL OODC e socios;90;sim;sim;sim;sim;nao;sim;sim;sim;sim;sim;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1QfjxeoCPpx4HiTHUfBPbqSmiFFRANkyV;Projeto de Intervencao Urbana apresentado por particular - SMUL.csv;Servico SMUL PIU;Texto institucional SMUL sobre PIU por particular (sem tabela);1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1oHLuv5J8qAmOdmiVDXGQCIDsXwQDyIzA;PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - SMUL.csv;Pronunciamento CTLU 2024;Texto de pronunciamento da CTLU sobre uso do solo (sem tabela);1;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1SQ7KIqf4FobhvtfumvJCp5NSsHv_Q0Wc;RESOLUCAO SMUL_CTLU N4 2024.csv;ILEGIVEL;Arquivo praticamente vazio (30 bytes, snippet apenas com aspas, conteudo nao extraido);?;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1WVR4hUQvM-N4jcqooLk_MMO77ACM-4bX;RUAS_Consolidado_IA.csv;Ruas consolidado IA;Base IA de ruas (63MB), snippet vazio, header nao extraido;?;nao;sim;nao;nao;nao;nao;nao;nao;nao;nao;derivado;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1wx5xEoCv6wImhff6gHHy0Eq70fCBFUcG;SIMULADOR_QA_atualizado_lei_18081_24_v4.xls;Simulador QA lei 18081/24;xls legado sem snippet, simulador de parametros/outorga lei 18081/24;?;nao;nao;nao;nao;nao;nao;nao;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1jvqj63D7G8DF7feRZ5zS9XCEJWRDmcdS;SIRGAS_SHP_areaenvoltoriacondephaat1.csv;Area envoltoria CONDEPHAAT;Areas envoltorias de bens tombados CONDEPHAAT (nome/resolucao/link);3;nao;nao;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1G9F8xzLdXeG_Bigyw9VRnhErBkrM10x9;SIRGAS_SHP_areaenvoltoriacondephaat2.csv;Area envoltoria CONDEPHAAT;Areas envoltorias de bens tombados CONDEPHAAT (duplicata do arq 1);3;nao;nao;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1Nv42J5Ksy4fbQsvkYJUATaBYy7VOMQ5p;SIRGAS_SHP_areaenvoltoriaiphan1.csv;Area envoltoria IPHAN;Areas envoltorias de bens tombados IPHAN (nome/processo);2;nao;nao;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
1gUbP_Rb-SgkCMBa79sk79IqdAoJmit1B;SIRGAS_SHP_areaenvoltoriaiphan2.csv;Area envoltoria IPHAN;Areas envoltorias de bens tombados IPHAN (duplicata do arq 1);2;nao;nao;nao;nao;nao;nao;sim;nao;nao;nao;oficial;03-Tabelas&Engines=1v4H2YsIZSNDwNXiMtOAV1w1qy-5kOuvy
